id,value
Atalaia (AL),0
Barra de Santo Antônio (AL),0
Barra de São Miguel (AL),0
Batalha (AL),0
Belém (AL),0
Belo Monte (AL),0
Boca da Mata (AL),0
Branquinha (AL),0
Cacimbinhas (AL),0
Cajueiro (AL),0
Campestre (AL),0
Campo Alegre (AL),0
Campo Grande (AL),0
Canapi (AL),0
Capela (AL),0
Carneiros (AL),0
Chã Preta (AL),0
Coité do Nóia (AL),0
Colônia Leopoldina (AL),0
Coqueiro Seco (AL),0
Coruripe (AL),0
Craíbas (AL),0
Delmiro Gouveia (AL),19
Dois Riachos (AL),0
Estrela de Alagoas (AL),0
Feira Grande (AL),0
Feliz Deserto (AL),0
Flexeiras (AL),0
Girau do Ponciano (AL),0
Ibateguara (AL),0
Igaci (AL),0
Igreja Nova (AL),0
Inhapi (AL),0
Jacaré dos Homens (AL),0
Jacuípe (AL),0
Japaratinga (AL),8
Jaramataia (AL),0
Jequiá da Praia (AL),0
Joaquim Gomes (AL),0
Jundiá (AL),0
Junqueiro (AL),0
Lagoa da Canoa (AL),0
Limoeiro de Anadia (AL),0
Maceió (AL),19410
Major Isidoro (AL),0
Maragogi (AL),1
Maravilha (AL),0
Marechal Deodoro (AL),20
Maribondo (AL),0
Mar Vermelho (AL),0
Mata Grande (AL),0
Matriz de Camaragibe (AL),0
Messias (AL),0
Minador do Negrão (AL),0
Monteirópolis (AL),0
Murici (AL),0
Novo Lino (AL),0
Olho d'Água das Flores (AL),0
Olho d'Água do Casado (AL),0
Olho d'Água Grande (AL),0
Olivença (AL),0
Ouro Branco (AL),0
Palestina (AL),0
Palmeira dos Índios (AL),27
Pão de Açúcar (AL),0
Pariconha (AL),0
Paripueira (AL),0
Passo de Camaragibe (AL),0
Paulo Jacinto (AL),0
Penedo (AL),0
Piaçabuçu (AL),0
Pilar (AL),0
Pindoba (AL),0
Piranhas (AL),2
Poço das Trincheiras (AL),0
Porto Calvo (AL),0
Porto de Pedras (AL),0
Porto Real do Colégio (AL),0
Quebrangulo (AL),0
Rio Largo (AL),22
Roteiro (AL),0
Santa Luzia do Norte (AL),0
Santana do Ipanema (AL),0
Santana do Mundaú (AL),0
São Brás (AL),0
São José da Laje (AL),0
São José da Tapera (AL),0
São Luís do Quitunde (AL),0
São Miguel dos Campos (AL),0
São Miguel dos Milagres (AL),0
São Sebastião (AL),0
Satuba (AL),8
Senador Rui Palmeira (AL),0
Tanque d'Arca (AL),0
Taquarana (AL),0
Teotônio Vilela (AL),0
Traipu (AL),0
União dos Palmares (AL),0
Viçosa (AL),0
Amparo de São Francisco (SE),0
Aquidabã (SE),0
Aracaju (SE),9896
Arauá (SE),0
Areia Branca (SE),0
Barra dos Coqueiros (SE),0
Boquim (SE),0
Brejo Grande (SE),0
Campo do Brito (SE),0
Canhoba (SE),0
Canindé de São Francisco (SE),0
Capela (SE),0
Carira (SE),0
Carmópolis (SE),0
Cedro de São João (SE),0
Cristinápolis (SE),0
Cumbe (SE),0
Divina Pastora (SE),0
Estância (SE),0
Feira Nova (SE),0
Frei Paulo (SE),0
Gararu (SE),0
General Maynard (SE),0
Gracho Cardoso (SE),0
Ilha das Flores (SE),0
Indiaroba (SE),0
Itabaiana (SE),22
Itabaianinha (SE),0
Itabi (SE),0
Itaporanga d'Ajuda (SE),0
Japaratuba (SE),0
Japoatã (SE),0
Lagarto (SE),99
Laranjeiras (SE),0
Macambira (SE),0
Malhada dos Bois (SE),0
Malhador (SE),0
Maruim (SE),0
Moita Bonita (SE),0
Monte Alegre de Sergipe (SE),0
Muribeca (SE),0
Neópolis (SE),0
Nossa Senhora Aparecida (SE),0
Nossa Senhora da Glória (SE),0
Nossa Senhora das Dores (SE),0
Nossa Senhora de Lourdes (SE),0
Nossa Senhora do Socorro (SE),11
Pacatuba (SE),0
Pedra Mole (SE),0
Pedrinhas (SE),0
Pinhão (SE),0
Pirambu (SE),0
Poço Redondo (SE),0
Poço Verde (SE),0
Porto da Folha (SE),0
Propriá (SE),0
Riachão do Dantas (SE),0
Riachuelo (SE),0
Ribeirópolis (SE),0
Rosário do Catete (SE),0
Salgado (SE),0
Santa Luzia do Itanhy (SE),68
Santana do São Francisco (SE),8
Santa Rosa de Lima (SE),0
Santo Amaro das Brotas (SE),0
São Cristóvão (SE),14083
São Domingos (SE),0
São Francisco (SE),0
São Miguel do Aleixo (SE),0
Simão Dias (SE),0
Siriri (SE),0
Telha (SE),0
Tobias Barreto (SE),0
Tomar do Geru (SE),0
Umbaúba (SE),0
Abaíra (BA),0
Abaré (BA),0
Acajutiba (BA),0
Adustina (BA),0
Água Fria (BA),0
Érico Cardoso (BA),0
Aiquara (BA),0
Alagoinhas (BA),0
Amargosa (BA),0
Amélia Rodrigues (BA),0
América Dourada (BA),0
Andaraí (BA),0
Andorinha (BA),0
Angical (BA),0
Anguera (BA),0
Antas (BA),0
Antônio Cardoso (BA),0
Antônio Gonçalves (BA),0
Aporá (BA),0
Apuarema (BA),0
Araças (BA),0
Araci (BA),0
Aramari (BA),0
Aratuípe (BA),0
Baianópolis (BA),0
Baixa Grande (BA),0
Banzaê (BA),0
Barra (BA),0
Barra da Estiva (BA),0
Barra do Mendes (BA),0
Barra do Rocha (BA),0
Barreiras (BA),1916
Barro Alto (BA),0
Barrocas (BA),0
Biritinga (BA),0
Boa Vista do Tupim (BA),0
Bom Jesus da Lapa (BA),0
Boninal (BA),0
Bonito (BA),0
Boquira (BA),0
Botuporã (BA),0
Brejões (BA),0
Brejolândia (BA),0
Brotas de Macaúbas (BA),0
Buritirama (BA),0
Cabaceiras do Paraguaçu (BA),0
Cachoeira (BA),5
Caém (BA),0
Cafarnaum (BA),0
Cairu (BA),0
Caldeirão Grande (BA),0
Camaçari (BA),240
Camamu (BA),0
Campo Alegre de Lourdes (BA),0
Campo Formoso (BA),132
Canápolis (BA),0
Canarana (BA),0
Candeal (BA),0
Candeias (BA),0
Cansanção (BA),0
Canudos (BA),0
Capela do Alto Alegre (BA),0
Capim Grosso (BA),0
Cardeal da Silva (BA),0
Casa Nova (BA),0
Castro Alves (BA),0
Catolândia (BA),0
Catu (BA),0
Caturama (BA),0
Central (BA),0
Chorrochó (BA),0
Cícero Dantas (BA),0
Cipó (BA),0
Conceição da Feira (BA),0
Conceição do Almeida (BA),0
Conceição do Coité (BA),0
Conceição do Jacuípe (BA),0
Conde (BA),0
Contendas do Sincorá (BA),0
Coração de Maria (BA),0
Coribe (BA),0
Coronel João Sá (BA),0
Correntina (BA),0
Cotegipe (BA),0
Cravolândia (BA),0
Crisópolis (BA),0
Cristópolis (BA),0
Cruz das Almas (BA),7440
Curaçá (BA),0
Dias d'Ávila (BA),6
Dom Basílio (BA),0
Dom Macedo Costa (BA),0
Elísio Medrado (BA),0
Entre Rios (BA),0
Esplanada (BA),0
Euclides da Cunha (BA),0
Fátima (BA),0
Feira de Santana (BA),7496
Filadélfia (BA),0
Formosa do Rio Preto (BA),0
Gandu (BA),0
Gavião (BA),0
Gentio do Ouro (BA),0
Glória (BA),0
Governador Mangabeira (BA),0
Heliópolis (BA),0
Iaçu (BA),0
Ibicoara (BA),0
Ibipeba (BA),0
Ibipitanga (BA),0
Ibiquera (BA),0
Ibirataia (BA),0
Ibitiara (BA),0
Ibititá (BA),0
Ibotirama (BA),0
Ichu (BA),0
Igaporã (BA),0
Igrapiúna (BA),0
Inhambupe (BA),0
Ipecaetá (BA),0
Ipiaú (BA),0
Ipirá (BA),0
Ipupiara (BA),0
Irajuba (BA),0
Iramaia (BA),0
Iraquara (BA),0
Irará (BA),0
Irecê (BA),0
Itaberaba (BA),0
Itaeté (BA),0
Itaguaçu da Bahia (BA),0
Itamari (BA),0
Itanagra (BA),0
Itaparica (BA),0
Itapicuru (BA),0
Itaquara (BA),0
Itatim (BA),0
Itiruçu (BA),0
Itiúba (BA),0
Ituaçu (BA),0
Ituberá (BA),0
Jacobina (BA),5
Jaguaquara (BA),0
Jaguarari (BA),0
Jaguaripe (BA),0
Jandaíra (BA),0
Jeremoabo (BA),0
Jiquiriçá (BA),0
Jitaúna (BA),0
João Dourado (BA),0
Juazeiro (BA),100
Jussara (BA),0
Jussiape (BA),0
Lafaiete Coutinho (BA),0
Lagoa Real (BA),0
Laje (BA),0
Lajedinho (BA),0
Lajedo do Tabocal (BA),0
Lamarão (BA),0
Lapão (BA),0
Lauro de Freitas (BA),165
Lençóis (BA),0
Livramento de Nossa Senhora (BA),0
Luís Eduardo Magalhães (BA),0
Macajuba (BA),0
Macaúbas (BA),0
Macururé (BA),0
Madre de Deus (BA),0
Mairi (BA),0
Mansidão (BA),0
Maracás (BA),0
Maragogipe (BA),0
Marcionílio Souza (BA),0
Mata de São João (BA),4
Matina (BA),0
Miguel Calmon (BA),0
Milagres (BA),0
Mirangaba (BA),0
Monte Santo (BA),0
Morpará (BA),0
Morro do Chapéu (BA),0
Mucugê (BA),0
Mulungu do Morro (BA),0
Mundo Novo (BA),0
Muniz Ferreira (BA),0
Muquém de São Francisco (BA),0
Muritiba (BA),0
Mutuípe (BA),0
Nazaré (BA),0
Nilo Peçanha (BA),0
Nordestina (BA),0
Nova Fátima (BA),0
Nova Ibiá (BA),0
Nova Itarana (BA),0
Nova Redenção (BA),0
Nova Soure (BA),0
Novo Horizonte (BA),0
Novo Triunfo (BA),0
Olindina (BA),0
Oliveira dos Brejinhos (BA),0
Ouriçangas (BA),0
Ourolândia (BA),0
Palmeiras (BA),0
Paramirim (BA),0
Paratinga (BA),0
Paripiranga (BA),0
Paulo Afonso (BA),31
Pé de Serra (BA),0
Pedrão (BA),0
Pedro Alexandre (BA),0
Piatã (BA),0
Pilão Arcado (BA),0
Pindobaçu (BA),0
Pintadas (BA),0
Piraí do Norte (BA),0
Piritiba (BA),0
Planaltino (BA),0
Pojuca (BA),0
Ponto Novo (BA),0
Presidente Dutra (BA),0
Presidente Tancredo Neves (BA),0
Queimadas (BA),0
Quijingue (BA),0
Quixabeira (BA),0
Rafael Jambeiro (BA),0
Remanso (BA),0
Retirolândia (BA),0
Riachão das Neves (BA),0
Riachão do Jacuípe (BA),0
Riacho de Santana (BA),0
Ribeira do Amparo (BA),0
Ribeira do Pombal (BA),0
Rio de Contas (BA),0
Rio do Pires (BA),0
Rio Real (BA),0
Rodelas (BA),0
Ruy Barbosa (BA),0
Salinas da Margarida (BA),0
Salvador (BA),68570
Santa Bárbara (BA),0
Santa Brígida (BA),0
Santa Inês (BA),0
Santaluz (BA),0
Santa Maria da Vitória (BA),0
Santana (BA),0
Santanópolis (BA),0
Santa Rita de Cássia (BA),0
Santa Teresinha (BA),0
Santo Amaro (BA),13
Santo Antônio de Jesus (BA),0
Santo Estêvão (BA),0
São Desidério (BA),0
São Domingos (BA),11
São Félix (BA),0
São Félix do Coribe (BA),0
São Felipe (BA),18
São Francisco do Conde (BA),0
São Gabriel (BA),0
São Gonçalo dos Campos (BA),0
São José do Jacuípe (BA),0
São Miguel das Matas (BA),0
São Sebastião do Passé (BA),0
Sapeaçu (BA),0
Sátiro Dias (BA),0
Saubara (BA),0
Saúde (BA),0
Seabra (BA),1
Senhor do Bonfim (BA),25
Serra do Ramalho (BA),0
Sento Sé (BA),0
Serra Dourada (BA),0
Serra Preta (BA),0
Serrinha (BA),0
Serrolândia (BA),0
Simões Filho (BA),40
Sítio do Mato (BA),0
Sítio do Quinto (BA),0
Sobradinho (BA),0
Souto Soares (BA),0
Tabocas do Brejo Velho (BA),0
Tanque Novo (BA),0
Tanquinho (BA),80
Taperoá (BA),0
Tapiramutá (BA),0
Teodoro Sampaio (BA),0
Teofilândia (BA),0
Teolândia (BA),0
Terra Nova (BA),0
Tucano (BA),0
Uauá (BA),0
Ubaíra (BA),0
Ubatã (BA),0
Uibaí (BA),0
Umburanas (BA),0
Utinga (BA),0
Valença (BA),1
Valente (BA),25
Várzea da Roça (BA),0
Várzea do Poço (BA),0
Várzea Nova (BA),0
Varzedo (BA),0
Vera Cruz (BA),0
Wagner (BA),0
Wanderley (BA),0
Wenceslau Guimarães (BA),0
Xique-Xique (BA),0
Novo Santo Antônio (MT),0
Santa Terezinha (MT),0
Amaralina (GO),0
Bonópolis (GO),0
Campinaçu (GO),0
Campos Belos (GO),0
Cavalcante (GO),0
Estrela do Norte (GO),0
Formoso (GO),0
Divinópolis de Goiás (GO),0
Guarani de Goiás (GO),0
Mara Rosa (GO),0
Minaçu (GO),0
Monte Alegre de Goiás (GO),0
Montividiu do Norte (GO),0
Mundo Novo (GO),0
Mutunópolis (GO),0
Nova Roma (GO),0
Novo Planalto (GO),0
Porangatu (GO),0
Santa Tereza de Goiás (GO),0
São Domingos (GO),0
São Miguel do Araguaia (GO),0
Teresina de Goiás (GO),0
Trombas (GO),0
Alfredo Marcondes (SP),0
Álvares Machado (SP),0
Andradina (SP),0
Anhumas (SP),0
Emilianópolis (SP),0
Flora Rica (SP),0
Guaraçaí (SP),0
Ilha Solteira (SP),925
Irapuru (SP),0
Itapura (SP),0
Junqueirópolis (SP),0
Nova Independência (SP),0
Pirapozinho (SP),0
Presidente Prudente (SP),1806
Santo Expedito (SP),0
Taciba (SP),0
Água Doce (SC),0
Caçador (SC),4
Campos Novos (SC),0
Celso Ramos (SC),0
Erval Velho (SC),0
Herval d'Oeste (SC),0
Ibicaré (SC),0
Macieira (SC),0
Salto Veloso (SC),0
Treze Tílias (SC),0
André da Rocha (RS),0
Antônio Prado (RS),0
Barão (RS),0
Barracão (RS),0
Barra do Ribeiro (RS),0
Bento Gonçalves (RS),2631
Capão Bonito do Sul (RS),0
Capela de Santana (RS),0
Carlos Barbosa (RS),0
Eldorado do Sul (RS),70
Farroupilha (RS),2
Guaíba (RS),0
Harmonia (RS),0
Ipê (RS),0
Lagoa Vermelha (RS),0
Montenegro (RS),1
Nova Roma do Sul (RS),0
Pareci Novo (RS),0
Pinto Bandeira (RS),0
São José do Norte (RS),0
Tapes (RS),0
Triunfo (RS),0
Tupandi (RS),0
Aparecida do Taboado (MS),0
Paranaíba (MS),0
Selvíria (MS),0
Água Boa (MT),0
Araguaiana (MT),0
Campinápolis (MT),0
Campo Novo do Parecis (MT),0
Campos de Júlio (MT),0
Cocalinho (MT),0
Diamantino (MT),0
Vila Bela da Santíssima Trindade (MT),0
Nobres (MT),0
Nortelândia (MT),0
Nova Nazaré (MT),0
Nova Lacerda (MT),0
Nova Xavantina (MT),0
Paranatinga (MT),0
Rosário Oeste (MT),0
Santa Rita do Trivelato (MT),0
Tangará da Serra (MT),0
Nova Marilândia (MT),0
Aparecida do Rio Doce (GO),0
Arenópolis (GO),0
Caçu (GO),0
Caiapônia (GO),7
Diorama (GO),0
Iporá (GO),10
Itajá (GO),0
Itarumã (GO),0
Jataí (GO),203
Jussara (GO),0
Lagoa Santa (GO),0
Montes Claros de Goiás (GO),0
Montividiu (GO),0
Palestina de Goiás (GO),0
Rio Verde (GO),585
Santa Fé de Goiás (GO),0
Aracatu (BA),0
Boa Nova (BA),0
Brumado (BA),0
Caetanos (BA),1
Caetité (BA),0
Carinhanha (BA),0
Cocos (BA),0
Feira da Mata (BA),0
Gongogi (BA),0
Guanambi (BA),25
Ibiassucê (BA),0
Ibirapitanga (BA),0
Itacaré (BA),0
Itagi (BA),0
Itagibá (BA),0
Iuiú (BA),0
Jaborandi (BA),0
Jequié (BA),4
Malhada (BA),0
Malhada de Pedras (BA),0
Manoel Vitorino (BA),0
Maraú (BA),0
Mirante (BA),0
Palmas de Monte Alto (BA),0
Rio do Antônio (BA),0
Tanhaçu (BA),0
Ubaitaba (BA),0
Juvenília (MG),0
Alto Horizonte (GO),0
Alto Paraíso de Goiás (GO),0
Aruanã (GO),0
Campinorte (GO),0
Campos Verdes (GO),0
Colinas do Sul (GO),0
Crixás (GO),0
Flores de Goiás (GO),0
Iaciara (GO),0
Mambaí (GO),0
Niquelândia (GO),0
Nova Crixás (GO),0
Nova Iguaçu de Goiás (GO),0
Pilar de Goiás (GO),0
Posse (GO),0
Santa Terezinha de Goiás (GO),0
São João d'Aliança (GO),0
Uirapuru (GO),0
Uruaçu (GO),0
Afuá (PA),0
Anapu (PA),0
Cumaru do Norte (PA),0
Gurupá (PA),0
Melgaço (PA),0
Ourilândia do Norte (PA),0
Portel (PA),0
São Félix do Xingu (PA),0
Senador José Porfírio (PA),0
Tucumã (PA),0
Amapá (AP),0
Calçoene (AP),0
Ferreira Gomes (AP),0
Macapá (AP),3917
Mazagão (AP),0
Oiapoque (AP),0
Porto Grande (AP),0
Pracuúba (AP),0
Santana (AP),16
Tartarugalzinho (AP),0
Alto Boa Vista (MT),0
Bom Jesus do Araguaia (MT),0
Canabrava do Norte (MT),0
Canarana (MT),0
Confresa (MT),5
Luciara (MT),0
Porto Alegre do Norte (MT),0
Ribeirão Cascalheira (MT),0
São Félix do Araguaia (MT),0
Serra Nova Dourada (MT),0
Vila Rica (MT),0
Altamira do Paraná (PR),0
Altônia (PR),0
Alto Paraná (PR),0
Alto Piquiri (PR),0
Amaporã (PR),0
Ampére (PR),0
Anahy (PR),0
Ângulo (PR),0
Arapuã (PR),0
Araruna (PR),0
Ariranha do Ivaí (PR),0
Assis Chateaubriand (PR),0
Astorga (PR),0
Atalaia (PR),0
Barbosa Ferraz (PR),14
Barracão (PR),0
Bela Vista da Caroba (PR),0
Boa Esperança (PR),0
Boa Esperança do Iguaçu (PR),0
Boa Vista da Aparecida (PR),0
Bom Jesus do Sul (PR),0
Bom Sucesso (PR),0
Bom Sucesso do Sul (PR),0
Borrazópolis (PR),0
Braganey (PR),0
Brasilândia do Sul (PR),0
Cafeara (PR),0
Cafelândia (PR),0
Cafezal do Sul (PR),0
Cambira (PR),0
Campina da Lagoa (PR),0
Campina do Simão (PR),0
Campo Bonito (PR),0
Campo Mourão (PR),250
Candói (PR),0
Cantagalo (PR),0
Capanema (PR),0
Capitão Leônidas Marques (PR),0
Cascavel (PR),7544
Catanduvas (PR),0
Centenário do Sul (PR),0
Céu Azul (PR),0
Chopinzinho (PR),0
Cianorte (PR),0
Cidade Gaúcha (PR),0
Clevelândia (PR),0
Colorado (PR),0
Corbélia (PR),0
Coronel Domingos Soares (PR),0
Coronel Vivida (PR),0
Corumbataí do Sul (PR),0
Cruzeiro do Iguaçu (PR),0
Cruzeiro do Oeste (PR),0
Cruzeiro do Sul (PR),0
Diamante do Norte (PR),0
Diamante do Sul (PR),0
Diamante D'Oeste (PR),0
Dois Vizinhos (PR),127
Douradina (PR),0
Doutor Camargo (PR),0
Enéas Marques (PR),0
Engenheiro Beltrão (PR),0
Esperança Nova (PR),0
Entre Rios do Oeste (PR),0
Espigão Alto do Iguaçu (PR),0
Farol (PR),0
Fênix (PR),0
Floraí (PR),0
Flor da Serra do Sul (PR),0
Floresta (PR),0
Flórida (PR),0
Formosa do Oeste (PR),0
Francisco Alves (PR),0
Francisco Beltrão (PR),13
Foz do Jordão (PR),0
Godoy Moreira (PR),0
Goioerê (PR),0
Goioxim (PR),0
Guaíra (PR),0
Guairaçá (PR),0
Guaporema (PR),0
Guaraci (PR),0
Guaraniaçu (PR),0
Honório Serpa (PR),0
Ibema (PR),0
Icaraíma (PR),0
Iguaraçu (PR),0
Iguatu (PR),0
Inajá (PR),0
Indianópolis (PR),0
Iporã (PR),0
Iracema do Oeste (PR),0
Iretama (PR),0
Itaguajé (PR),0
Itaipulândia (PR),0
Itambé (PR),0
Itapejara d'Oeste (PR),0
Itaúna do Sul (PR),0
Ivaiporã (PR),0
Ivaté (PR),0
Ivatuba (PR),0
Jandaia do Sul (PR),5
Janiópolis (PR),0
Japurá (PR),0
Jardim Alegre (PR),0
Jardim Olinda (PR),0
Jesuítas (PR),0
Juranda (PR),0
Jussara (PR),0
Kaloré (PR),0
Laranjal (PR),0
Laranjeiras do Sul (PR),7
Lidianópolis (PR),0
Lindoeste (PR),0
Loanda (PR),0
Lobato (PR),0
Luiziana (PR),0
Lunardelli (PR),0
Lupionópolis (PR),0
Mamborê (PR),0
Mandaguaçu (PR),0
Mandaguari (PR),0
Manfrinópolis (PR),0
Mangueirinha (PR),0
Manoel Ribas (PR),0
Marechal Cândido Rondon (PR),45
Maria Helena (PR),0
Marialva (PR),0
Marilena (PR),0
Mariluz (PR),0
Maringá (PR),23584
Mariópolis (PR),0
Maripá (PR),0
Marmeleiro (PR),0
Marquinho (PR),0
Marumbi (PR),0
Matelândia (PR),0
Mato Rico (PR),0
Medianeira (PR),33
Mercedes (PR),0
Mirador (PR),0
Miraselva (PR),0
Missal (PR),0
Moreira Sales (PR),0
Munhoz de Melo (PR),0
Nossa Senhora das Graças (PR),0
Nova Aliança do Ivaí (PR),0
Nova Aurora (PR),0
Nova Cantu (PR),0
Nova Esperança (PR),0
Nova Esperança do Sudoeste (PR),0
Nova Laranjeiras (PR),0
Nova Londrina (PR),0
Nova Olímpia (PR),0
Nova Santa Rosa (PR),0
Nova Prata do Iguaçu (PR),0
Nova Tebas (PR),0
Novo Itacolomi (PR),0
Ourizona (PR),0
Ouro Verde do Oeste (PR),0
Paiçandu (PR),0
Palmas (PR),0
Palmital (PR),0
Palotina (PR),24
Paraíso do Norte (PR),0
Paranacity (PR),0
Paranapoema (PR),0
Paranavaí (PR),540
Pato Bragado (PR),35
Pato Branco (PR),149
Peabiru (PR),0
Perobal (PR),0
Pérola (PR),0
Pérola d'Oeste (PR),0
Pinhal de São Bento (PR),0
Pitanga (PR),0
Pitangueiras (PR),0
Planaltina do Paraná (PR),0
Planalto (PR),0
Porto Barreiro (PR),0
Porto Rico (PR),0
Pranchita (PR),0
Presidente Castelo Branco (PR),0
Quarto Centenário (PR),0
Quatro Pontes (PR),0
Quedas do Iguaçu (PR),0
Querência do Norte (PR),0
Quinta do Sol (PR),0
Ramilândia (PR),0
Rancho Alegre D'Oeste (PR),0
Realeza (PR),0
Renascença (PR),0
Reserva do Iguaçu (PR),0
Rio Bonito do Iguaçu (PR),0
Roncador (PR),0
Rondon (PR),0
Sabáudia (PR),0
Salgado Filho (PR),0
Salto do Lontra (PR),0
Santa Cruz de Monte Castelo (PR),0
Santa Fé (PR),0
Santa Helena (PR),1
Santa Inês (PR),0
Santa Isabel do Ivaí (PR),0
Santa Izabel do Oeste (PR),0
Santa Lúcia (PR),0
Santa Maria do Oeste (PR),0
Santa Mônica (PR),0
Santa Tereza do Oeste (PR),0
Santa Terezinha de Itaipu (PR),0
Santo Antônio do Caiuá (PR),0
Santo Antônio do Sudoeste (PR),0
Santo Inácio (PR),19
São Carlos do Ivaí (PR),0
São João (PR),0
São João do Caiuá (PR),0
São João do Ivaí (PR),0
São Jorge d'Oeste (PR),0
São Jorge do Ivaí (PR),0
São Jorge do Patrocínio (PR),0
São José das Palmeiras (PR),0
São Manoel do Paraná (PR),0
São Miguel do Iguaçu (PR),0
São Pedro do Iguaçu (PR),0
São Pedro do Ivaí (PR),0
São Pedro do Paraná (PR),0
São Tomé (PR),0
Sarandi (PR),0
Saudade do Iguaçu (PR),0
Serranópolis do Iguaçu (PR),0
Sulina (PR),0
Tamboara (PR),0
Tapejara (PR),0
Tapira (PR),0
Terra Boa (PR),0
Terra Rica (PR),0
Terra Roxa (PR),0
Toledo (PR),152
Três Barras do Paraná (PR),0
Tuneiras do Oeste (PR),0
Tupãssi (PR),0
Ubiratã (PR),0
Umuarama (PR),751
Uniflor (PR),0
Vera Cruz do Oeste (PR),0
Verê (PR),0
Alto Paraíso (PR),0
Virmond (PR),0
Vitorino (PR),0
Xambrê (PR),0
Abatiá (PR),0
Adrianópolis (PR),0
Agudos do Sul (PR),0
Almirante Tamandaré (PR),0
Alvorada do Sul (PR),0
Andirá (PR),0
Antonina (PR),0
Antônio Olinto (PR),0
Arapoti (PR),0
Araucária (PR),13
Assaí (PR),0
Balsa Nova (PR),0
Bandeirantes (PR),0
Barra do Jacaré (PR),0
Bela Vista do Paraíso (PR),0
Bocaiúva do Sul (PR),0
Cambará (PR),0
Campina Grande do Sul (PR),0
Campo do Tenente (PR),0
Campo Largo (PR),0
Campo Magro (PR),5
Carambeí (PR),0
Carlópolis (PR),0
Castro (PR),44
Cerro Azul (PR),0
Colombo (PR),190
Congonhinhas (PR),0
Conselheiro Mairinck (PR),0
Contenda (PR),0
Cornélio Procópio (PR),135
Curitiba (PR),77279
Curiúva (PR),0
Fazenda Rio Grande (PR),18
Fernandes Pinheiro (PR),0
Figueira (PR),0
Guamiranga (PR),0
Guapirama (PR),0
Guaraqueçaba (PR),0
Guaratuba (PR),0
Ibaiti (PR),0
Ibiporã (PR),1
Imbaú (PR),0
Imbituva (PR),0
Inácio Martins (PR),0
Ipiranga (PR),0
Irati (PR),0
Itambaracá (PR),0
Itaperuçu (PR),0
Ivaí (PR),0
Jaboti (PR),0
Jacarezinho (PR),1496
Jaguariaíva (PR),0
Japira (PR),0
Jataizinho (PR),0
Joaquim Távora (PR),0
Jundiaí do Sul (PR),0
Lapa (PR),0
Leópolis (PR),0
Londrina (PR),24419
Mallet (PR),0
Mandirituba (PR),0
Matinhos (PR),22
Mauá da Serra (PR),3
Morretes (PR),0
Nova América da Colina (PR),0
Nova Fátima (PR),0
Nova Santa Bárbara (PR),0
Ortigueira (PR),0
Palmeira (PR),0
Paranaguá (PR),2
Paula Freitas (PR),0
Paulo Frontin (PR),0
Piên (PR),0
Pinhais (PR),19
Pinhalão (PR),0
Piraí do Sul (PR),0
Piraquara (PR),2
Ponta Grossa (PR),8181
Pontal do Paraná (PR),59
Porto Amazonas (PR),0
Porto Vitória (PR),0
Primeiro de Maio (PR),0
Prudentópolis (PR),0
Quatiguá (PR),0
Quatro Barras (PR),0
Quitandinha (PR),0
Rancho Alegre (PR),0
Rebouças (PR),0
Reserva (PR),0
Ribeirão Claro (PR),0
Ribeirão do Pinhal (PR),0
Rio Azul (PR),0
Rio Branco do Sul (PR),0
Rio Negro (PR),0
Rosário do Ivaí (PR),0
Salto do Itararé (PR),0
Santa Amélia (PR),0
Santa Cecília do Pavão (PR),0
Santa Mariana (PR),0
Santana do Itararé (PR),0
Santo Antônio da Platina (PR),0
Santo Antônio do Paraíso (PR),0
São Jerônimo da Serra (PR),0
São João do Triunfo (PR),0
São José da Boa Vista (PR),0
São José dos Pinhais (PR),29
São Mateus do Sul (PR),0
São Sebastião da Amoreira (PR),0
Sapopema (PR),0
Sengés (PR),0
Sertaneja (PR),0
Sertanópolis (PR),0
Siqueira Campos (PR),0
Tamarana (PR),0
Teixeira Soares (PR),0
Telêmaco Borba (PR),4
Tibagi (PR),0
Tijucas do Sul (PR),0
Tomazina (PR),0
Tunas do Paraná (PR),0
União da Vitória (PR),10
Uraí (PR),0
Wenceslau Braz (PR),0
Ventania (PR),0
Doutor Ulysses (PR),0
Apucarana (PR),35
Arapongas (PR),5
Bituruna (PR),0
Boa Ventura de São Roque (PR),0
Cambé (PR),108
Cândido de Abreu (PR),0
Cruz Machado (PR),0
Cruzmaltina (PR),0
Faxinal (PR),0
Florestópolis (PR),0
General Carneiro (PR),0
Grandes Rios (PR),0
Guarapuava (PR),4898
Jaguapitã (PR),0
Marilândia do Sul (PR),0
Pinhão (PR),0
Porecatu (PR),0
Prado Ferreira (PR),0
Rio Bom (PR),0
Rio Branco do Ivaí (PR),0
Rolândia (PR),10
Turvo (PR),0
Foz do Iguaçu (PR),583
Alvarães (AM),0
Amaturá (AM),0
Anamã (AM),0
Anori (AM),0
Apuí (AM),0
Atalaia do Norte (AM),0
Autazes (AM),0
Barcelos (AM),0
Barreirinha (AM),0
Benjamin Constant (AM),0
Beruri (AM),0
Boa Vista do Ramos (AM),0
Boca do Acre (AM),0
Borba (AM),0
Caapiranga (AM),0
Canutama (AM),0
Carauari (AM),0
Careiro (AM),0
Careiro da Várzea (AM),0
Coari (AM),0
Codajás (AM),0
Eirunepé (AM),0
Envira (AM),0
Fonte Boa (AM),0
