id,value
Promissão (SP),0
Quadra (SP),0
Quatá (SP),0
Queiroz (SP),0
Queluz (SP),0
Quintana (SP),0
Rafard (SP),0
Rancharia (SP),0
Redenção da Serra (SP),0
Regente Feijó (SP),0
Reginópolis (SP),0
Registro (SP),22
Restinga (SP),0
Ribeira (SP),0
Ribeirão Bonito (SP),5
Ribeirão Branco (SP),0
Ribeirão Corrente (SP),0
Ribeirão do Sul (SP),0
Ribeirão Grande (SP),0
Ribeirão Pires (SP),0
Ribeirão Preto (SP),19673
Riversul (SP),0
Rifaina (SP),0
Rincão (SP),0
Rinópolis (SP),0
Rio Claro (SP),2745
Rio das Pedras (SP),0
Rio Grande da Serra (SP),0
Riolândia (SP),0
Roseira (SP),0
Rubiácea (SP),0
Rubinéia (SP),0
Sabino (SP),0
Sagres (SP),0
Sales (SP),0
Sales Oliveira (SP),0
Salesópolis (SP),0
Salmourão (SP),0
Saltinho (SP),0
Salto (SP),44
Salto de Pirapora (SP),1
Salto Grande (SP),0
Santa Adélia (SP),0
Santa Albertina (SP),0
Santa Bárbara d'Oeste (SP),16
Santa Branca (SP),0
Santa Clara d'Oeste (SP),0
Santa Cruz da Conceição (SP),0
Santa Cruz da Esperança (SP),0
Santa Cruz das Palmeiras (SP),0
Santa Cruz do Rio Pardo (SP),0
Santa Ernestina (SP),0
Santa Fé do Sul (SP),14
Santa Gertrudes (SP),93
Santa Isabel (SP),0
Santa Lúcia (SP),0
Santa Maria da Serra (SP),0
Santana da Ponte Pensa (SP),0
Santana de Parnaíba (SP),53
Santa Rita d'Oeste (SP),0
Santa Rita do Passa Quatro (SP),0
Santa Rosa de Viterbo (SP),0
Santa Salete (SP),0
Santo André (SP),6136
Santo Antônio da Alegria (SP),0
Santo Antônio de Posse (SP),0
Santo Antônio do Aracanguá (SP),0
Santo Antônio do Jardim (SP),0
Santo Antônio do Pinhal (SP),0
Santópolis do Aguapeí (SP),0
Santos (SP),2059
São Bento do Sapucaí (SP),0
São Bernardo do Campo (SP),1861
São Caetano do Sul (SP),857
São Carlos (SP),50829
São Francisco (SP),0
São João da Boa Vista (SP),75
São João das Duas Pontes (SP),0
São João de Iracema (SP),0
São Joaquim da Barra (SP),0
São José da Bela Vista (SP),0
São José do Barreiro (SP),0
São José do Rio Pardo (SP),0
São José do Rio Preto (SP),2758
São José dos Campos (SP),28609
São Lourenço da Serra (SP),0
São Luís do Paraitinga (SP),0
São Manuel (SP),0
São Miguel Arcanjo (SP),0
São Paulo (SP),299376
São Pedro (SP),0
São Pedro do Turvo (SP),0
São Roque (SP),6
São Sebastião (SP),53
São Sebastião da Grama (SP),0
São Simão (SP),0
São Vicente (SP),111
Sarapuí (SP),0
Sarutaiá (SP),0
Sebastianópolis do Sul (SP),0
Serra Azul (SP),0
Serrana (SP),21
Serra Negra (SP),0
Sertãozinho (SP),27
Sete Barras (SP),0
Severínia (SP),0
Silveiras (SP),0
Socorro (SP),0
Sorocaba (SP),1070
Sud Mennucci (SP),0
Sumaré (SP),11
Suzano (SP),135
Suzanápolis (SP),0
Tabapuã (SP),0
Tabatinga (SP),0
Taboão da Serra (SP),0
Taguaí (SP),0
Taiaçu (SP),0
Taiúva (SP),0
Tambaú (SP),0
Tanabi (SP),0
Tapiraí (SP),0
Tapiratiba (SP),0
Taquaral (SP),0
Taquaritinga (SP),0
Taquarituba (SP),0
Taquarivaí (SP),0
Tarumã (SP),0
Tatuí (SP),0
Taubaté (SP),1040
Tejupá (SP),0
Terra Roxa (SP),0
Tietê (SP),0
Timburi (SP),0
Torre de Pedra (SP),0
Torrinha (SP),0
Trabiju (SP),0
Tremembé (SP),0
Três Fronteiras (SP),0
Tuiuti (SP),0
Tupã (SP),31
Turiúba (SP),0
Turmalina (SP),0
Ubarana (SP),0
Ubatuba (SP),0
Ubirajara (SP),0
Uchoa (SP),0
União Paulista (SP),0
Urânia (SP),0
Uru (SP),0
Urupês (SP),0
Valentim Gentil (SP),0
Valinhos (SP),91
Valparaíso (SP),0
Vargem (SP),0
Vargem Grande do Sul (SP),0
Vargem Grande Paulista (SP),0
Vera Cruz (SP),0
Vinhedo (SP),5
Viradouro (SP),0
Vista Alegre do Alto (SP),0
Vitória Brasil (SP),0
Votorantim (SP),0
Votuporanga (SP),14
Zacarias (SP),0
Chavantes (SP),0
Estiva Gerbi (SP),0
Abdon Batista (SC),0
Agrolândia (SC),0
Agronômica (SC),0
Águas Mornas (SC),0
Alfredo Wagner (SC),0
Angelina (SC),0
Anita Garibaldi (SC),0
Anitápolis (SC),0
Antônio Carlos (SC),0
Apiúna (SC),0
Araquari (SC),3
Araranguá (SC),24
Armazém (SC),0
Arroio Trinta (SC),0
Ascurra (SC),0
Atalanta (SC),0
Aurora (SC),0
Balneário Arroio do Silva (SC),0
Balneário Camboriú (SC),65
Balneário Barra do Sul (SC),0
Balneário Gaivota (SC),0
Barra Velha (SC),2
Bela Vista do Toldo (SC),0
Benedito Novo (SC),0
Biguaçu (SC),2
Blumenau (SC),6875
Bocaina do Sul (SC),0
Bombinhas (SC),1
Bom Jardim da Serra (SC),0
Bom Retiro (SC),0
Botuverá (SC),0
Braço do Norte (SC),2
Braço do Trombudo (SC),0
Brunópolis (SC),0
Brusque (SC),32
Calmon (SC),0
Camboriú (SC),0
Capão Alto (SC),0
Campo Alegre (SC),0
Campo Belo do Sul (SC),0
Canelinha (SC),0
Canoinhas (SC),16
Capivari de Baixo (SC),0
Cerro Negro (SC),0
Chapadão do Lageado (SC),0
Cocal do Sul (SC),19
Corupá (SC),0
Correia Pinto (SC),0
Criciúma (SC),1847
Curitibanos (SC),41
Dona Emma (SC),0
Doutor Pedrinho (SC),0
Ermo (SC),0
Florianópolis (SC),75497
Forquilhinha (SC),0
Fraiburgo (SC),0
Frei Rogério (SC),0
Garopaba (SC),0
Garuva (SC),0
Gaspar (SC),0
Governador Celso Ramos (SC),38
Grão Pará (SC),0
Gravatal (SC),0
Guabiruba (SC),0
Guaramirim (SC),1
Ibiam (SC),0
Ibirama (SC),0
Içara (SC),0
Ilhota (SC),0
Imaruí (SC),0
Imbituba (SC),0
Imbuia (SC),0
Indaial (SC),7
Iomerê (SC),0
Irineópolis (SC),0
Itaiópolis (SC),0
Itajaí (SC),2874
Itapema (SC),1
Itapoá (SC),0
Ituporanga (SC),0
Jacinto Machado (SC),0
Jaguaruna (SC),0
Jaraguá do Sul (SC),251
Joinville (SC),2350
José Boiteux (SC),0
Lages (SC),601
Laguna (SC),4
Laurentino (SC),0
Lauro Muller (SC),0
Lebon Régis (SC),0
Leoberto Leal (SC),0
Lontras (SC),0
Luiz Alves (SC),0
Mafra (SC),457
Major Gercino (SC),0
Major Vieira (SC),0
Maracajá (SC),0
Massaranduba (SC),0
Matos Costa (SC),0
Meleiro (SC),0
Mirim Doce (SC),0
Monte Carlo (SC),0
Monte Castelo (SC),0
Morro da Fumaça (SC),0
Morro Grande (SC),0
Navegantes (SC),0
Nova Trento (SC),0
Nova Veneza (SC),0
Orleans (SC),42
Otacílio Costa (SC),37
Painel (SC),0
Palhoça (SC),37
Palmeira (SC),0
Papanduva (SC),0
Passo de Torres (SC),0
Paulo Lopes (SC),0
Pedras Grandes (SC),0
Penha (SC),0
Pescaria Brava (SC),0
Petrolândia (SC),0
Balneário Piçarras (SC),0
Pinheiro Preto (SC),0
Pomerode (SC),25
Ponte Alta (SC),0
Ponte Alta do Norte (SC),0
Porto Belo (SC),0
Porto União (SC),0
Pouso Redondo (SC),0
Praia Grande (SC),0
Presidente Getúlio (SC),0
Presidente Nereu (SC),0
Rancho Queimado (SC),0
Rio das Antas (SC),0
Rio do Campo (SC),0
Rio do Oeste (SC),0
Rio dos Cedros (SC),0
Rio do Sul (SC),2
Rio Fortuna (SC),0
Rio Negrinho (SC),0
Rio Rufino (SC),0
Rodeio (SC),0
Salete (SC),0
Sangão (SC),0
Santa Cecília (SC),0
Santa Rosa de Lima (SC),0
Santa Rosa do Sul (SC),1
Santa Terezinha (SC),0
Santo Amaro da Imperatriz (SC),4
São Bento do Sul (SC),0
São Bonifácio (SC),0
São Cristovão do Sul (SC),0
São Francisco do Sul (SC),3
São João Batista (SC),0
São João do Itaperiú (SC),0
São João do Sul (SC),0
São Joaquim (SC),4
São José (SC),146
São José do Cerrito (SC),0
São Ludgero (SC),0
São Martinho (SC),0
São Pedro de Alcântara (SC),0
Schroeder (SC),5
Siderópolis (SC),0
Sombrio (SC),0
Taió (SC),0
Tangará (SC),6
Tijucas (SC),2
Timbé do Sul (SC),0
Timbó (SC),0
Timbó Grande (SC),0
Três Barras (SC),0
Treviso (SC),0
Treze de Maio (SC),0
Trombudo Central (SC),0
Tubarão (SC),1584
Turvo (SC),0
Urubici (SC),0
Urupema (SC),4
Urussanga (SC),0
Vargem (SC),0
Vidal Ramos (SC),0
Videira (SC),7
Vitor Meireles (SC),0
Witmarsum (SC),0
Balneário Rincão (SC),0
Alto Feliz (RS),0
Alvorada (RS),1
Araricá (RS),0
Arroio do Sal (RS),0
Balneário Pinhal (RS),0
Bom Jesus (RS),0
Bom Princípio (RS),12
Cachoeirinha (RS),90
Cambará do Sul (RS),0
Campestre da Serra (RS),0
Campo Bom (RS),16
Canela (RS),1
Canoas (RS),2562
Capão da Canoa (RS),0
Capivari do Sul (RS),0
Caraá (RS),0
Caxias do Sul (RS),5824
Cidreira (RS),0
Dois Irmãos (RS),0
Dom Pedro de Alcântara (RS),0
Esmeralda (RS),0
Estância Velha (RS),8
Esteio (RS),5
Feliz (RS),1
Flores da Cunha (RS),2
Glorinha (RS),3
Gramado (RS),0
Gravataí (RS),11
Igrejinha (RS),0
Imbé (RS),0
Itati (RS),0
Ivoti (RS),0
Jaquirana (RS),0
Lindolfo Collor (RS),0
Linha Nova (RS),0
Mampituba (RS),0
Maquiné (RS),0
Monte Alegre dos Campos (RS),0
Morrinhos do Sul (RS),0
Morro Reuter (RS),0
Mostardas (RS),0
Muitos Capões (RS),0
Nova Hartz (RS),0
Nova Pádua (RS),0
Nova Petrópolis (RS),0
Nova Santa Rita (RS),6
Novo Hamburgo (RS),2899
Osório (RS),0
Palmares do Sul (RS),1
Parobé (RS),0
Picada Café (RS),0
Pinhal da Serra (RS),0
Portão (RS),0
Porto Alegre (RS),148294
Presidente Lucena (RS),0
Riozinho (RS),0
Rolante (RS),6
Santa Maria do Herval (RS),0
Santo Antônio da Patrulha (RS),0
São Francisco de Paula (RS),0
São José do Hortêncio (RS),0
São José dos Ausentes (RS),0
São Leopoldo (RS),9296
São Marcos (RS),0
São Sebastião do Caí (RS),26
São Vendelino (RS),0
Sapiranga (RS),2
Sapucaia do Sul (RS),12
Taquara (RS),3
Tavares (RS),0
Terra de Areia (RS),0
Torres (RS),7
Tramandaí (RS),0
Três Cachoeiras (RS),0
Três Coroas (RS),0
Três Forquilhas (RS),0
Vacaria (RS),8
Vale Real (RS),0
Viamão (RS),39
Xangri-lá (RS),0
Abadia de Goiás (GO),0
Abadiânia (GO),0
Acreúna (GO),0
Adelândia (GO),0
Água Fria de Goiás (GO),0
Água Limpa (GO),0
Águas Lindas de Goiás (GO),0
Alexânia (GO),0
Aloândia (GO),0
Alvorada do Norte (GO),0
Americano do Brasil (GO),0
Amorinópolis (GO),0
Anápolis (GO),3506
Anhanguera (GO),0
Anicuns (GO),0
Aparecida de Goiânia (GO),23
Araçu (GO),0
Aragoiânia (GO),0
Araguapaz (GO),0
Aurilândia (GO),0
Avelinópolis (GO),0
Barro Alto (GO),0
Bela Vista de Goiás (GO),0
Bom Jesus de Goiás (GO),0
Bonfinópolis (GO),0
Brazabrantes (GO),0
Britânia (GO),0
Buriti Alegre (GO),0
Buriti de Goiás (GO),0
Buritinópolis (GO),0
Cabeceiras (GO),0
Cachoeira Alta (GO),0
Cachoeira de Goiás (GO),0
Cachoeira Dourada (GO),0
Caldas Novas (GO),0
Caldazinha (GO),0
Campestre de Goiás (GO),0
Campo Alegre de Goiás (GO),0
Campo Limpo de Goiás (GO),0
Carmo do Rio Verde (GO),0
Castelândia (GO),0
Catalão (GO),175
Caturaí (GO),0
Ceres (GO),28
Cezarina (GO),0
Cidade Ocidental (GO),0
Cocalzinho de Goiás (GO),0
Córrego do Ouro (GO),0
Corumbá de Goiás (GO),0
Corumbaíba (GO),0
Cristalina (GO),13
Cristianópolis (GO),0
Cromínia (GO),0
Cumari (GO),0
Damianópolis (GO),0
Damolândia (GO),0
Davinópolis (GO),0
Edealina (GO),0
Edéia (GO),0
Faina (GO),0
Fazenda Nova (GO),0
Firminópolis (GO),0
Formosa (GO),0
Gameleira de Goiás (GO),0
Goianápolis (GO),0
Goiandira (GO),0
Goianésia (GO),6
Goiânia (GO),37360
Goianira (GO),0
Goiás (GO),0
Goiatuba (GO),0
Gouvelândia (GO),0
Guapó (GO),0
Guaraíta (GO),0
Guarinos (GO),0
Heitoraí (GO),0
Hidrolândia (GO),0
Hidrolina (GO),0
Inaciolândia (GO),0
Indiara (GO),0
Inhumas (GO),0
Ipameri (GO),0
Ipiranga de Goiás (GO),0
Israelândia (GO),0
Itaberaí (GO),0
Itaguari (GO),0
Itaguaru (GO),0
Itapaci (GO),0
Itapirapuã (GO),0
Itapuranga (GO),6
Itauçu (GO),0
Itumbiara (GO),84
Ivolândia (GO),0
Jandaia (GO),0
Jaraguá (GO),0
Jaupaci (GO),0
Jesúpolis (GO),0
Joviânia (GO),0
Leopoldo de Bulhões (GO),0
Luziânia (GO),0
Mairipotaba (GO),0
Marzagão (GO),0
Matrinchã (GO),0
Maurilândia (GO),0
Mimoso de Goiás (GO),0
Moiporá (GO),0
Morrinhos (GO),9
Morro Agudo de Goiás (GO),0
Mossâmedes (GO),0
Mozarlândia (GO),0
Nazário (GO),0
Nerópolis (GO),0
Nova América (GO),0
Nova Aurora (GO),0
Nova Glória (GO),0
Nova Veneza (GO),0
Novo Brasil (GO),0
Novo Gama (GO),0
Orizona (GO),0
Ouro Verde de Goiás (GO),0
Ouvidor (GO),0
Padre Bernardo (GO),0
Palmeiras de Goiás (GO),0
Palminópolis (GO),0
Panamá (GO),0
Paranaiguara (GO),0
Paraúna (GO),4
Petrolina de Goiás (GO),0
Piracanjuba (GO),0
Pirenópolis (GO),0
Pires do Rio (GO),0
Planaltina (GO),0
Pontalina (GO),0
Porteirão (GO),0
Professor Jamil (GO),0
Quirinópolis (GO),0
Rialma (GO),0
Rianápolis (GO),0
Rio Quente (GO),0
Rubiataba (GO),0
Sanclerlândia (GO),0
Santa Bárbara de Goiás (GO),0
Santa Cruz de Goiás (GO),0
Santa Helena de Goiás (GO),0
Santa Isabel (GO),0
Santa Rita do Novo Destino (GO),0
Santa Rosa de Goiás (GO),0
Santo Antônio da Barra (GO),0
Santo Antônio de Goiás (GO),255
Santo Antônio do Descoberto (GO),0
São Francisco de Goiás (GO),0
São João da Paraúna (GO),0
São Luís de Montes Belos (GO),0
São Luiz do Norte (GO),0
São Miguel do Passa Quatro (GO),0
São Patrício (GO),0
São Simão (GO),0
Senador Canedo (GO),36
Silvânia (GO),0
Simolândia (GO),0
Sítio d'Abadia (GO),0
Taquaral de Goiás (GO),0
Terezópolis de Goiás (GO),0
Três Ranchos (GO),0
Trindade (GO),0
Turvânia (GO),0
Turvelândia (GO),0
Uruana (GO),0
Urutaí (GO),49
Valparaíso de Goiás (GO),0
Varjão (GO),0
Vianópolis (GO),0
Vicentinópolis (GO),0
Vila Boa (GO),0
Vila Propício (GO),0
Brasília (DF),121052
Acrelândia (AC),0
Assis Brasil (AC),0
Brasiléia (AC),0
Bujari (AC),0
Capixaba (AC),0
Cruzeiro do Sul (AC),18
Epitaciolândia (AC),0
Feijó (AC),0
Jordão (AC),0
Mâncio Lima (AC),0
Manoel Urbano (AC),0
Marechal Thaumaturgo (AC),0
Plácido de Castro (AC),0
Porto Walter (AC),0
Rio Branco (AC),7153
Rodrigues Alves (AC),0
Santa Rosa do Purus (AC),0
Senador Guiomard (AC),0
Sena Madureira (AC),3
Tarauacá (AC),0
Xapuri (AC),0
Porto Acre (AC),0
Amajari (RR),0
Alto Alegre (RR),35
Boa Vista (RR),5366
Bonfim (RR),0
Cantá (RR),0
Caracaraí (RR),0
Caroebe (RR),0
Iracema (RR),0
Mucajaí (RR),0
Normandia (RR),0
Pacaraima (RR),0
Rorainópolis (RR),12
São João da Baliza (RR),0
São Luiz (RR),0
Uiramutã (RR),0
Alenquer (PA),0
Almeirim (PA),0
Altamira (PA),4
Aveiro (PA),0
Belterra (PA),0
Brasil Novo (PA),0
Curuá (PA),0
Faro (PA),0
Itaituba (PA),18
Jacareacanga (PA),0
Juruti (PA),0
Medicilândia (PA),0
Mojuí dos Campos (PA),0
Monte Alegre (PA),0
Novo Progresso (PA),0
Óbidos (PA),0
Oriximiná (PA),0
Placas (PA),0
Porto de Moz (PA),0
Prainha (PA),0
Rurópolis (PA),0
Santarém (PA),2755
Terra Santa (PA),0
Trairão (PA),0
Uruará (PA),0
Vitória do Xingu (PA),0
Serra do Navio (AP),0
Pedra Branca do Amapari (AP),0
Laranjal do Jari (AP),26
Vitória do Jari (AP),0
Alta Floresta (MT),0
Apiacás (MT),0
Aripuanã (MT),0
Brasnorte (MT),0
Carlinda (MT),0
Castanheira (MT),0
Cláudia (MT),0
Colíder (MT),0
Colniza (MT),0
Comodoro (MT),0
Cotriguaçu (MT),0
Feliz Natal (MT),0
Gaúcha do Norte (MT),0
Guarantã do Norte (MT),0
Ipiranga do Norte (MT),0
Itanhangá (MT),0
Itaúba (MT),0
Juara (MT),0
Juína (MT),0
Juruena (MT),0
Lucas do Rio Verde (MT),3
Marcelândia (MT),0
Matupá (MT),0
Nova Bandeirantes (MT),0
Nova Santa Helena (MT),0
Nova Canaã do Norte (MT),0
Nova Mutum (MT),0
Nova Ubiratã (MT),0
Novo Mundo (MT),0
Novo Horizonte do Norte (MT),0
Paranaíta (MT),0
Peixoto de Azevedo (MT),0
Porto dos Gaúchos (MT),0
Querência (MT),0
Santa Carmem (MT),0
São José do Rio Claro (MT),0
São José do Xingu (MT),0
Rondolândia (MT),0
Santa Cruz do Xingu (MT),0
Sapezal (MT),0
Sinop (MT),26
Sorriso (MT),3
Tabaporã (MT),0
Tapurah (MT),1
Terra Nova do Norte (MT),0
União do Sul (MT),0
Vera (MT),0
Nova Guarita (MT),0
Nova Maringá (MT),0
Nova Monte Verde (MT),0
Abaetetuba (PA),16
Abel Figueiredo (PA),0
Acará (PA),0
Água Azul do Norte (PA),0
Anajás (PA),0
Ananindeua (PA),3098
Augusto Corrêa (PA),0
Aurora do Pará (PA),0
Bagre (PA),0
Baião (PA),12
Bannach (PA),0
Barcarena (PA),0
Belém (PA),48720
Benevides (PA),0
Bom Jesus do Tocantins (PA),0
Bonito (PA),0
Bragança (PA),571
Brejo Grande do Araguaia (PA),0
Breu Branco (PA),0
Breves (PA),0
Bujaru (PA),0
Cachoeira do Piriá (PA),0
Cachoeira do Arari (PA),0
Cametá (PA),0
Canaã dos Carajás (PA),0
Capanema (PA),0
Capitão Poço (PA),0
Castanhal (PA),45
Chaves (PA),0
Colares (PA),0
Conceição do Araguaia (PA),0
Concórdia do Pará (PA),0
Curionópolis (PA),0
Curralinho (PA),0
Curuçá (PA),0
Dom Eliseu (PA),0
Eldorado do Carajás (PA),0
Floresta do Araguaia (PA),0
Garrafão do Norte (PA),0
Goianésia do Pará (PA),0
Igarapé-Açu (PA),0
Igarapé-Miri (PA),110
Inhangapi (PA),0
Ipixuna do Pará (PA),0
Irituia (PA),0
Itupiranga (PA),0
Jacundá (PA),0
Limoeiro do Ajuru (PA),0
Mãe do Rio (PA),0
Magalhães Barata (PA),0
Marabá (PA),1054
Maracanã (PA),0
Marapanim (PA),0
Marituba (PA),0
Mocajuba (PA),0
Moju (PA),2
Muaná (PA),0
Nova Esperança do Piriá (PA),0
Nova Ipixuna (PA),0
Nova Timboteua (PA),0
Novo Repartimento (PA),0
Oeiras do Pará (PA),0
Ourém (PA),0
Pacajá (PA),0
Palestina do Pará (PA),0
Paragominas (PA),0
Parauapebas (PA),0
Pau D'Arco (PA),0
Peixe-Boi (PA),0
Piçarra (PA),0
Ponta de Pedras (PA),0
Primavera (PA),0
Quatipuru (PA),0
Redenção (PA),0
Rio Maria (PA),0
Rondon do Pará (PA),0
Salinópolis (PA),0
Salvaterra (PA),0
Santa Bárbara do Pará (PA),0
Santa Cruz do Arari (PA),0
Santa Izabel do Pará (PA),0
Santa Luzia do Pará (PA),0
Santa Maria das Barreiras (PA),0
Santa Maria do Pará (PA),0
Santana do Araguaia (PA),0
Santarém Novo (PA),0
Santo Antônio do Tauá (PA),0
São Caetano de Odivelas (PA),0
São Domingos do Araguaia (PA),0
São Domingos do Capim (PA),0
São Francisco do Pará (PA),0
São Geraldo do Araguaia (PA),0
São João da Ponta (PA),0
São João de Pirabas (PA),0
São João do Araguaia (PA),0
São Miguel do Guamá (PA),0
São Sebastião da Boa Vista (PA),0
Sapucaia (PA),0
Soure (PA),0
Tailândia (PA),0
Terra Alta (PA),0
Tomé-Açu (PA),0
Tracuateua (PA),0
Tucuruí (PA),0
Ulianópolis (PA),0
Vigia (PA),0
Viseu (PA),0
Xinguara (PA),0
Cutias (AP),0
Itaubal (AP),0
Abreulândia (TO),0
Aguiarnópolis (TO),0
Aliança do Tocantins (TO),0
Almas (TO),0
Alvorada (TO),0
Ananás (TO),0
Angico (TO),0
Aparecida do Rio Negro (TO),0
Aragominas (TO),0
Araguacema (TO),0
Araguaçu (TO),0
Araguaína (TO),82
Araguanã (TO),0
Araguatins (TO),0
Arapoema (TO),0
Arraias (TO),12
Augustinópolis (TO),0
Aurora do Tocantins (TO),0
Axixá do Tocantins (TO),0
Babaçulândia (TO),0
Bandeirantes do Tocantins (TO),0
Barra do Ouro (TO),0
Barrolândia (TO),0
Bernardo Sayão (TO),0
Bom Jesus do Tocantins (TO),0
Brasilândia do Tocantins (TO),0
Brejinho de Nazaré (TO),0
Buriti do Tocantins (TO),0
Cachoeirinha (TO),0
Campos Lindos (TO),0
Cariri do Tocantins (TO),0
Carmolândia (TO),0
Carrasco Bonito (TO),0
Caseara (TO),0
Centenário (TO),0
Chapada de Areia (TO),0
Chapada da Natividade (TO),0
Colinas do Tocantins (TO),0
Combinado (TO),0
Conceição do Tocantins (TO),0
Couto Magalhães (TO),0
Cristalândia (TO),0
Crixás do Tocantins (TO),0
Darcinópolis (TO),0
Dianópolis (TO),0
Divinópolis do Tocantins (TO),0
Dois Irmãos do Tocantins (TO),0
Dueré (TO),0
Esperantina (TO),0
Fátima (TO),0
Figueirópolis (TO),0
Filadélfia (TO),0
Formoso do Araguaia (TO),0
Fortaleza do Tabocão (TO),0
Goianorte (TO),0
Goiatins (TO),0
Guaraí (TO),23
Gurupi (TO),113
Ipueiras (TO),0
Itacajá (TO),0
Itaguatins (TO),0
Itapiratins (TO),0
Itaporã do Tocantins (TO),0
Jaú do Tocantins (TO),0
Juarina (TO),0
Lagoa da Confusão (TO),0
Lagoa do Tocantins (TO),0
Lajeado (TO),0
Lavandeira (TO),0
Lizarda (TO),0
Luzinópolis (TO),0
Marianópolis do Tocantins (TO),0
Mateiros (TO),0
Maurilândia do Tocantins (TO),0
Miracema do Tocantins (TO),0
Miranorte (TO),0
Monte do Carmo (TO),0
Monte Santo do Tocantins (TO),0
Palmeiras do Tocantins (TO),0
Muricilândia (TO),0
Natividade (TO),0
Nazaré (TO),0
Nova Olinda (TO),0
Nova Rosalândia (TO),0
Novo Acordo (TO),0
Novo Alegre (TO),0
Novo Jardim (TO),0
Oliveira de Fátima (TO),0
Palmeirante (TO),0
Palmeirópolis (TO),0
Paraíso do Tocantins (TO),0
Paranã (TO),0
Pau D'Arco (TO),0
Pedro Afonso (TO),0
Peixe (TO),0
Pequizeiro (TO),0
Colméia (TO),0
Pindorama do Tocantins (TO),0
Piraquê (TO),0
Pium (TO),0
Ponte Alta do Bom Jesus (TO),0
Ponte Alta do Tocantins (TO),0
Porto Alegre do Tocantins (TO),0
Porto Nacional (TO),0
Praia Norte (TO),0
Presidente Kennedy (TO),0
Pugmil (TO),0
Recursolândia (TO),0
Riachinho (TO),0
Rio da Conceição (TO),0
Rio dos Bois (TO),0
Rio Sono (TO),0
Sampaio (TO),0
Sandolândia (TO),0
Santa Fé do Araguaia (TO),0
Santa Maria do Tocantins (TO),0
Santa Rita do Tocantins (TO),0
Santa Rosa do Tocantins (TO),0
Santa Tereza do Tocantins (TO),0
Santa Terezinha do Tocantins (TO),0
São Bento do Tocantins (TO),0
São Félix do Tocantins (TO),0
São Miguel do Tocantins (TO),0
São Salvador do Tocantins (TO),0
São Sebastião do Tocantins (TO),0
São Valério da Natividade (TO),0
Silvanópolis (TO),0
Sítio Novo do Tocantins (TO),0
Sucupira (TO),0
Taguatinga (TO),0
Taipas do Tocantins (TO),0
Talismã (TO),0
Palmas (TO),11031
Tocantínia (TO),0
Tocantinópolis (TO),0
Tupirama (TO),0
Tupiratins (TO),0
Wanderlândia (TO),0
Xambioá (TO),0
Açailândia (MA),0
Afonso Cunha (MA),0
Água Doce do Maranhão (MA),0
Alcântara (MA),0
Aldeias Altas (MA),0
Altamira do Maranhão (MA),0
Alto Alegre do Maranhão (MA),0
Alto Alegre do Pindaré (MA),0
Alto Parnaíba (MA),0
Amapá do Maranhão (MA),0
Amarante do Maranhão (MA),0
Anajatuba (MA),0
Anapurus (MA),0
Apicum-Açu (MA),0
Araguanã (MA),0
Araioses (MA),1
Arame (MA),0
Arari (MA),0
Axixá (MA),0
Bacabal (MA),1
Bacabeira (MA),0
Bacuri (MA),0
Bacurituba (MA),0
Balsas (MA),2
Barão de Grajaú (MA),0
Barra do Corda (MA),0
Barreirinhas (MA),0
Belágua (MA),0
Bela Vista do Maranhão (MA),0
Benedito Leite (MA),0
Bequimão (MA),0
Bernardo do Mearim (MA),0
Boa Vista do Gurupi (MA),0
Bom Jardim (MA),0
Bom Jesus das Selvas (MA),0
Bom Lugar (MA),0
Brejo (MA),0
Brejo de Areia (MA),0
Buriti (MA),0
Buriti Bravo (MA),0
Buriticupu (MA),0
Buritirana (MA),0
Cachoeira Grande (MA),0
Cajapió (MA),0
Cajari (MA),0
Campestre do Maranhão (MA),0
Cândido Mendes (MA),0
Cantanhede (MA),0
Capinzal do Norte (MA),0
Carolina (MA),0
Carutapera (MA),0
Caxias (MA),26
Cedral (MA),0
Central do Maranhão (MA),0
Centro do Guilherme (MA),0
Centro Novo do Maranhão (MA),0
Chapadinha (MA),0
Cidelândia (MA),0
Codó (MA),1
Coelho Neto (MA),0
Colinas (MA),0
Conceição do Lago-Açu (MA),0
Coroatá (MA),0
Cururupu (MA),0
Davinópolis (MA),0
Dom Pedro (MA),0
Duque Bacelar (MA),0
Esperantinópolis (MA),0
Estreito (MA),0
Feira Nova do Maranhão (MA),0
Fernando Falcão (MA),0
Formosa da Serra Negra (MA),0
Fortaleza dos Nogueiras (MA),0
Fortuna (MA),0
Godofredo Viana (MA),0
Gonçalves Dias (MA),0
Governador Archer (MA),0
Governador Edison Lobão (MA),0
Governador Eugênio Barros (MA),0
Governador Luiz Rocha (MA),0
Governador Newton Bello (MA),0
Governador Nunes Freire (MA),0
Graça Aranha (MA),0
Grajaú (MA),0
Guimarães (MA),0
Humberto de Campos (MA),0
Icatu (MA),0
Igarapé do Meio (MA),0
Igarapé Grande (MA),0
Imperatriz (MA),313
Itaipava do Grajaú (MA),0
Itapecuru Mirim (MA),0
Itinga do Maranhão (MA),0
Jatobá (MA),0
Jenipapo dos Vieiras (MA),0
João Lisboa (MA),0
Joselândia (MA),0
Junco do Maranhão (MA),0
Lago da Pedra (MA),0
Lago do Junco (MA),0
Lago Verde (MA),0
Lagoa do Mato (MA),0
Lago dos Rodrigues (MA),0
