grande_area,area,subarea,total
Engenharias,Engenharia Sanitária,Não informado,311127.60000000003
Engenharias,Engenharia Sanitária,Parasitologia Aplicada a Engenharia Sanitária,229786.85
Engenharias,Engenharia Sanitária,Planejamento Integrado dos Recursos Hídricos,20442609.89
Engenharias,Engenharia Sanitária,Processos Simplificados de Tratamento de Águas,2177357.61
Engenharias,Engenharia Sanitária,"Qualidade do Ar, das Águas e do Solo",20293094.8
Engenharias,Engenharia Sanitária,Química Sanitária,539942.32
Engenharias,Engenharia Sanitária,Recursos Hídricos,159354299.99
Engenharias,Engenharia Sanitária,"Residuos Sólidos, Domésticos e Industriais",17533654.55
Engenharias,Engenharia Sanitária,Resíduos Radioativos,31422.72
Engenharias,Engenharia Sanitária,Saneamento Ambiental,122150772.29
Engenharias,Engenharia Sanitária,Saneamento Básico,33203658.96
Engenharias,Engenharia Sanitária,Sedimentologia,3114486.11
Engenharias,Engenharia Sanitária,Tecnologia e Problemas Sanitários de Irrigação,435875.62
Engenharias,Engenharia Sanitária,Tratamento de Águas de Abastecimento e Residuárias,140362098.14
Engenharias,Engenharia Sanitária,Técnicas Avançadas de Tratamento de Águas,16951509.05
Engenharias,Engenharia Sanitária,Técnicas Convencionais de Tratamento de Águas,3881524.43
Engenharias,Engenharia Sanitária,Técnicas de Abastecimento da Água,2565050.65
Engenharias,Engenharia Sanitária,Águas Subterráneas e Poços Profundos,2121844.15
Engenharias,Engenharia de Energia,Análise de Impactos Produzidos por Sistemas Energéticos,2100743.38
Engenharias,Engenharia de Energia,Energia Eólica,6808769.83
Engenharias,Engenharia de Energia,Energia Solar Fotovoltáica,7220304.97
Engenharias,Engenharia de Energia,Energia Solar Térmica,1531709.45
Engenharias,Engenharia de Energia,Energia das Ondas e Marés,430401.2
Engenharias,Engenharia de Energia,Energia de Biomassa,11368688.33
Engenharias,Engenharia de Energia,Engenharia de Energia,208177.06
Engenharias,Engenharia de Energia,Fontes Renováveis de Energia,142407423.07
Engenharias,Engenharia de Energia,Micro-Centrais Hidrelétricas,43200.0
Engenharias,Engenharia de Energia,Micro-centrais Hidrelétricas,407491.13
Engenharias,Engenharia de Energia,Planejamento Energético,48359818.6
Engenharias,Engenharia de Energia,Política Energética Regional e Nacional,1970802.05
Engenharias,Engenharia de Energia,Sistemas Energéticos,3378525.72
Engenharias,Engenharia de Energia,Sistemas Híbridos e Sistemas Não-Convencionais de Armazenagem de Energia,124350.0
Engenharias,Engenharia de Energia,Sistemas Híbridos e Sistemas Não-convencionais de Armazenagem de Energia,1223355.16
Engenharias,Engenharia de Energia,Uso Eficiente de Energia,3902855.09
Engenharias,Engenharia de Materiais e Metalúrgica,Aglomeração,575969.9299999999
Engenharias,Engenharia de Materiais e Metalúrgica,Cerâmicos,100862811.87
Engenharias,Engenharia de Materiais e Metalúrgica,Conformação Mecânica,4204204.36
Engenharias,Engenharia de Materiais e Metalúrgica,Corrosão,17154608.17
Engenharias,Engenharia de Materiais e Metalúrgica,Eletrometalurgia,1034277.36
Engenharias,Engenharia de Materiais e Metalúrgica,Engenharia de Materiais e Metalúrgica,96236919.87
Engenharias,Engenharia de Materiais e Metalúrgica,Equipamentos Metalúrgicos,1800517.55
Engenharias,Engenharia de Materiais e Metalúrgica,Estrutura dos Metais e Ligas,8453695.76
Engenharias,Engenharia de Materiais e Metalúrgica,Extração e Transformação de Materiais,9246977.15
Engenharias,Engenharia de Materiais e Metalúrgica,Fundição,3411480.66
Engenharias,Engenharia de Materiais e Metalúrgica,Hidrometalurgia,7361776.46
Engenharias,Engenharia de Materiais e Metalúrgica,Instalações Metalúrgicas,339893.46
Engenharias,Engenharia de Materiais e Metalúrgica,Instalações e Equipamentos Metalúrgicos,7624767.07
Engenharias,Engenharia de Materiais e Metalúrgica,Materiais Conjugados Não-Metálicos,23639202.9
Engenharias,Engenharia de Materiais e Metalúrgica,Materiais Não-Metálicos,608528279.67
Engenharias,Engenharia de Materiais e Metalúrgica,Metalurgia Extrativa,34049815.5
Engenharias,Engenharia de Materiais e Metalúrgica,Metalurgia Física,97371689.1
Engenharias,Engenharia de Materiais e Metalúrgica,Metalurgia de Pó,15193525.21
Engenharias,Engenharia de Materiais e Metalúrgica,Metalurgia de Transformação,73794293.73
Engenharias,Engenharia de Materiais e Metalúrgica,Não informado,1037650.26
Engenharias,Engenharia de Materiais e Metalúrgica,Pirometalurgia,6810727.18
Engenharias,Engenharia de Materiais e Metalúrgica,"Polímeros, Aplicações",98034280.29
Engenharias,Engenharia de Materiais e Metalúrgica,Propriedades Físicas dos Metais e Ligas,10109898.21
Engenharias,Engenharia de Materiais e Metalúrgica,Propriedades Mecânicas dos Metais e Ligas,15349997.3
Engenharias,Engenharia de Materiais e Metalúrgica,Recobrimentos,6452998.61
Engenharias,Engenharia de Materiais e Metalúrgica,Soldagem,6943001.51
Engenharias,Engenharia de Materiais e Metalúrgica,Transformação de Fases,10456419.76
Engenharias,Engenharia de Materiais e Metalúrgica,Tratamento de Minérios,4882453.03
Engenharias,Engenharia de Materiais e Metalúrgica,"Tratamentos Térmicos, Mecânicos e Químicos",7248417.38
Engenharias,Engenharia de Materiais e Metalúrgica,Usinagem,865362.7
Engenharias,Engenharia de Minas,Caracterização do Minério,3942393.07
Engenharias,Engenharia de Minas,Dimensionamento de Jazidas,3312945.53
Engenharias,Engenharia de Minas,Engenharia de Minas,2375105.97
Engenharias,Engenharia de Minas,Equipamentos de Beneficiamento de Minérios,2119539.48
Engenharias,Engenharia de Minas,Equipamentos de Lavra,193728.19
Engenharias,Engenharia de Minas,Lavra,12381401.65
Engenharias,Engenharia de Minas,Lavra a Céu Aberto,5698642.79
Engenharias,Engenharia de Minas,Lavra de Mina Subterrânea,3050350.04
Engenharias,Engenharia de Minas,Métodos de Concentração e Enriquecimento de Minérios,17753887.72
Engenharias,Engenharia de Minas,Não informado,98080.8
Engenharias,Engenharia de Minas,Pesquisa Mineral,20282044.06
Engenharias,Engenharia de Minas,Tratamento de Minérios,38605499.6
Engenharias,Engenharia de Produção,Análise de Custos,4080079.78
Engenharias,Engenharia de Produção,Avaliação de Projetos,5789509.0
Engenharias,Engenharia de Produção,Desenvolvimento de Produto,22201691.74
Engenharias,Engenharia de Produção,Economia de Tecnologia,2989976.4
Engenharias,Engenharia de Produção,Engenharia Econômica,29854060.71
Engenharias,Engenharia de Produção,Engenharia de Produção,55490113.57
Engenharias,Engenharia de Produção,Engenharia do Produto,81053868.22
Engenharias,Engenharia de Produção,Ergonomia,6245080.61
Engenharias,Engenharia de Produção,Estudo de Mercado,9630509.02
Engenharias,Engenharia de Produção,Garantia de Controle de Qualidade,13217028.0
Engenharias,Engenharia de Produção,Gerência de Produção,149057953.29
Engenharias,Engenharia de Produção,Gerência do Projeto e do Produto,17496027.24
Engenharias,Engenharia de Produção,Higiene e Segurança do Trabalho,2112665.7199999997
Engenharias,Engenharia de Produção,Localização Industrial,126351.52
Engenharias,Engenharia de Produção,Metodologia de Projeto do Produto,1867956.92
Engenharias,Engenharia de Produção,Não informado,471188.4
Engenharias,Engenharia de Produção,Pesquisa Operacional,151412081.99
Engenharias,Engenharia de Produção,Planejamento de Instalações Industriais,2489112.0100000002
Engenharias,Engenharia de Produção,"Planejamento, Projeto e Controle de Sistemas de Produção",59342342.96
Engenharias,Engenharia de Produção,Processos Estocásticos e Teoria das Filas,2524820.92
Engenharias,Engenharia de Produção,Processos de Trabalho,2676554.59
Engenharias,Engenharia de Produção,"Programação Linear, Não-Linear, Mista e Dinâmica",18429764.68
Engenharias,Engenharia de Produção,Suprimentos,5579713.93
Engenharias,Engenharia de Produção,Séries Temporais,2059896.97
Engenharias,Engenharia de Produção,Teoria dos Grafos,2399755.83
Engenharias,Engenharia de Produção,Teoria dos Jogos,1536731.0
Engenharias,Engenharia de Produção,Vida Econômica dos Equipamentos,35583.62
Engenharias,Engenharia de Transportes,Capacidade de Vias de Transporte,154611.3
Engenharias,Engenharia de Transportes,Economia dos Transportes,2063599.14
Engenharias,Engenharia de Transportes,Engenharia de Transportes,13054870.5
Engenharias,Engenharia de Transportes,Engenharia de Tráfego,3803483.98
Engenharias,Engenharia de Transportes,Equipamentos Auxiliares e Controles,652175.92
Engenharias,Engenharia de Transportes,Estação de Transporte,22185.6
Engenharias,Engenharia de Transportes,Não informado,30197.6
Engenharias,Engenharia de Transportes,Operação de Sistemas de Transporte,4034746.09
Engenharias,Engenharia de Transportes,Operações de Transportes,20812332.46
Engenharias,Engenharia de Transportes,Planejamento de Transportes,60465030.87
Engenharias,Engenharia de Transportes,Planejamento e Organização do Sistema de Transporte,8100917.15
Engenharias,Engenharia de Transportes,Veículos de Transportes,762908.56
Engenharias,Engenharia de Transportes,Veículos e Equipamentos de Controle,2752852.23
Engenharias,Engenharia de Transportes,Vias de Transporte,105324.44
Engenharias,Microeletrônica,Dispositivos,6280692.47
Engenharias,Microeletrônica,EDA,5123946.55
Engenharias,Microeletrônica,Não informado,49400.0
Engenharias,Microeletrônica,Processos de Fabricação,13147413.27
Engenharias,Microeletrônica,Projeto,46414826.8
Engenharias,Microeletrônica,Teste e Tolerância a Falhas,911894.61
Engenharias,"Robótica, Mecatrônica e Automação",Não informado,72994250.62
Engenharias,Tecnologias Ambientais,Não informado,992000.0
Engenharias,Tecnologias Naval e Marítima,Não informado,28220.0
Engenharias,Tecnologias nas áreas Aeronáutica e Aeroespacial,Não informado,71400.0
Engenharias,Tecnologias para o Desenvolvimento Sustentável,Não informado,1543620.0
"Lingüística, Letras e Artes",Artes,Administração e Produção de Filmes,540549.11
"Lingüística, Letras e Artes",Artes,Artes,10992367.69
"Lingüística, Letras e Artes",Artes,Artes Plásticas,16525887.71
"Lingüística, Letras e Artes",Artes,Artes do Vídeo,27179715.34
"Lingüística, Letras e Artes",Artes,Canto,161161.2
"Lingüística, Letras e Artes",Artes,Cenografia,192668.27
"Lingüística, Letras e Artes",Artes,Cerâmica,67933.8
"Lingüística, Letras e Artes",Artes,Cinema,19465517.509999998
"Lingüística, Letras e Artes",Artes,Composição Musical,4260872.37
"Lingüística, Letras e Artes",Artes,Coreografia,198178.0
"Lingüística, Letras e Artes",Artes,Crítica da Arte,425802.35
"Lingüística, Letras e Artes",Artes,Dança,20457575.91
"Lingüística, Letras e Artes",Artes,Desenho,5496689.38
"Lingüística, Letras e Artes",Artes,Direção Teatral,770000.5700000001
"Lingüística, Letras e Artes",Artes,Dramaturgia,1475166.4
"Lingüística, Letras e Artes",Artes,Educação Artística,30499894.58
"Lingüística, Letras e Artes",Artes,Escultura,136980.0
"Lingüística, Letras e Artes",Artes,Execução da Dança,141816.0
"Lingüística, Letras e Artes",Artes,Fotografia,23794234.12
"Lingüística, Letras e Artes",Artes,Fundamentos e Crítica das Artes,69396310.02
"Lingüística, Letras e Artes",Artes,Gravura,751160.14
"Lingüística, Letras e Artes",Artes,História da Arte,8139597.97
"Lingüística, Letras e Artes",Artes,Instrumentação Musical,2034575.86
"Lingüística, Letras e Artes",Artes,Interpretação Cinematográfica,269264.69
"Lingüística, Letras e Artes",Artes,Interpretação Teatral,1334999.69
"Lingüística, Letras e Artes",Artes,Música,90747344.8
"Lingüística, Letras e Artes",Artes,Não informado,9739.6
"Lingüística, Letras e Artes",Artes,Pintura,204740.08
"Lingüística, Letras e Artes",Artes,Regência,65034.240000000005
"Lingüística, Letras e Artes",Artes,Roteiro e Direção Cinematográficos,1225165.18
"Lingüística, Letras e Artes",Artes,Teatro,64854519.13
"Lingüística, Letras e Artes",Artes,Tecelagem,475922.73000000004
"Lingüística, Letras e Artes",Artes,Teoria da Arte,1036762.17
"Lingüística, Letras e Artes",Artes,Técnicas de Registro e Processamento de Filmes,469140.86
"Lingüística, Letras e Artes",Artes,Ópera,104600.0
"Lingüística, Letras e Artes",Letras,Letras,102507750.37
"Lingüística, Letras e Artes",Letras,Literatura Brasileira,69200232.62
"Lingüística, Letras e Artes",Letras,Literatura Comparada,142167143.81
"Lingüística, Letras e Artes",Letras,Literaturas Clássicas,11065492.7
"Lingüística, Letras e Artes",Letras,Literaturas Estrangeiras Modernas,45566184.67
"Lingüística, Letras e Artes",Letras,Língua Portuguesa,24204724.31
"Lingüística, Letras e Artes",Letras,Línguas Clássicas,3799249.25
"Lingüística, Letras e Artes",Letras,Línguas Estrangeiras Modernas,24676035.43
"Lingüística, Letras e Artes",Letras,Línguas Indígenas,123209251.92
"Lingüística, Letras e Artes",Letras,Não informado,2378203.95
"Lingüística, Letras e Artes",Letras,Outras Literaturas Vernáculas,31929615.39
"Lingüística, Letras e Artes",Letras,Teoria Literária,114676961.79
"Lingüística, Letras e Artes",Lingüística,Filosofia da Linguagem,12522253.3
"Lingüística, Letras e Artes",Lingüística,Lingüística,79693257.5
"Lingüística, Letras e Artes",Lingüística,Lingüística Aplicada,182619288.95
"Lingüística, Letras e Artes",Lingüística,Lingüística Histórica,17964822.490000002
"Lingüística, Letras e Artes",Lingüística,Não informado,2080737.1900000002
"Lingüística, Letras e Artes",Lingüística,Psicolingüística,59857112.31
"Lingüística, Letras e Artes",Lingüística,Sociolingüística e Dialetologia,32280195.68
"Lingüística, Letras e Artes",Lingüística,Teoria e Análise Lingüística,200387003.43
Não informado,Não informado,Não informado,21770255.8
Não se aplica,Não se aplica,Não se aplica,85920250.0
Outra,Administração Hospitalar,Administração Hospitalar,867970.14
Outra,Administração Rural,Administração Rural,292968.02
Outra,Biomedicina,Biomedicina,24283878.23
Outra,Biotecnologia,Biotecnologia,95977229.99
Outra,Bioética,Bioética,176062.72
Outra,Bioética,Não informado,105200.0
Outra,Carreira Militar,Carreira Militar,19200.0
Outra,Carreira Religiosa,Carreira Religiosa,48000.0
Outra,Ciências,Ciências,6250034.42
Outra,Ciências Ambientais,Ciências Ambientais,244574868.5
Outra,Ciências Atuarias,Ciências Atuarias,54460.0
Outra,Ciências Sociais,Ciências Sociais,10460891.39
Outra,Decoração,Decoração,6400.0
Outra,Defesa,Defesa,15622712.94
Outra,Desenho de Moda,Desenho de Moda,537385.49
Outra,Desenho de Projetos,Desenho de Projetos,203778.12
Outra,Diplomacia,Diplomacia,4320.0
Outra,Divulgação Científica,Divulgação Científica,161275311.56
Outra,Divulgação Científica,Não informado,439806027.52
Outra,Engenharia Cartografica,Engenharia Cartografica,65520.6
Outra,Engenharia Mecatrônica,Engenharia Mecatrônica,5820566.46
Outra,Engenharia Textil,Engenharia Textil,44260.0
Outra,Engenharia de Agrimensura,Engenharia de Agrimensura,40120.0
Outra,Engenharia de Armamentos,Engenharia de Armamentos,15100.0
Outra,Estudos Sociais,Estudos Sociais,290297.55
Outra,Fontes Alternativas de Energia,Fontes Alternativas de Energia,27560.0
Outra,Historia Natural,Historia Natural,342912.24
Outra,Microeletrônica,Dispositivos,10415652.69
Outra,Microeletrônica,EDA,1702102.43
Outra,Microeletrônica,Eda,98350.0
Outra,Microeletrônica,Microeletrônica,53788628.82
Outra,Microeletrônica,Processos de Fabricação,3958091.55
Outra,Microeletrônica,Projeto,26500799.08
Outra,Microeletrônica,Teste e Tolerância a Falhas,2160524.7
Outra,Multidisciplinar,Ensino,506062329.23
Outra,Multidisciplinar,Ensino de Ciências e Matemática,3013275.75
Outra,Multidisciplinar,Multidisciplinar,136502565.54
Outra,Multidisciplinar,Não informado,2360289.35
Outra,Química Industrial,Química Industrial,3191252.29
Outra,Relações Internacionais,Relações Internacionais,1644072.53
Outra,Relações Públicas,Relações Públicas,15840.0
Outra,"Robótica, Mecatrônica e Automação","Robótica, Mecatrônica e Automação",71275316.3
Outra,Secretariado Executivo,Secretariado Executivo,20360.0
Outra,Segurança Contra Incêndio,Não informado,596500.0
Outra,Segurança Contra Incêndio,Segurança Contra Incêndio,225325.0
Outra,Tecnologia e Inovação,Tecnologia e Inovação,29359046.83
Tecnologias,Biodiversidade e Recursos Naturais,Biodiversidade e Recursos Naturais,9883729.47
Tecnologias,Biotecnologia,Biotecnologia,3397794.0
Tecnologias,Biotecnologia,Não informado,9015682.4
Tecnologias,Biotecnologia (Tecnologias),Biotecnologia (Tecnologias),25439927.76
Tecnologias,Complexo da Defesa,Complexo da Defesa,3696600.0
Tecnologias,Desenvolvimento Tecnológico e Industrial,Desenvolvimento Tecnológico e Industrial,23017792.12
Tecnologias,Energia,Energia,14346407.26
Tecnologias,Energia,Não informado,5375240.0
Tecnologias,Meio Ambiente e Sustentabilidade,Meio Ambiente e Sustentabilidade,3720489.0
Tecnologias,Meio Ambiente e Sustentabilidade,Não informado,8960780.0
Tecnologias,Mudanças Climáticas,Mudanças Climáticas,1622852.0
Tecnologias,Nanotecnologia e Novos Materiais,Nanotecnologia e Novos Materiais,10085814.2
Tecnologias,Tecnologia da Informação e Comunicação,Tecnologia da Informação e Comunicação,13418481.67
Tecnologias,Tecnologia e Inovação para Agropecuária,Tecnologia e Inovação para Agropecuária,13838513.08
Tecnologias,Tecnologias Agrárias,Não informado,7843510.0
Tecnologias,Tecnologias Agrárias,Tecnologias Agrárias,1520200.0
Tecnologias,Tecnologias Ambientais,Tecnologias Ambientais,7329118.95
Tecnologias,Tecnologias Digitais,Não informado,6766960.0
Tecnologias,Tecnologias Digitais,Tecnologias Digitais,1354800.0
Tecnologias,Tecnologias Educacionais e Sociais,Tecnologias Educacionais e Sociais,8378164.28
Tecnologias,Tecnologias Médicas e da Saúde,Não informado,7970516.33
Tecnologias,Tecnologias Médicas e da Saúde,Tecnologias Médicas e da Saúde,15580160.87
Tecnologias,Tecnologias Naval e Marítima,Tecnologias Naval e Marítima,648100.0
Tecnologias,Tecnologias Sociais e Educacionais,Não informado,5731495.2
Tecnologias,Tecnologias Sociais e Educacionais,Tecnologias Sociais e Educacionais,1172578.0
Tecnologias,Tecnologias de Materiais,Não informado,6497840.0
Tecnologias,Tecnologias de Materiais,Tecnologias de Materiais,1490400.0
Tecnologias,Tecnologias de Produção Industrial e de Serviços,Não informado,8222680.0
Tecnologias,Tecnologias de Produção Industrial e de Serviços,Tecnologias de Produção Industrial e de Serviços,1991900.0
Tecnologias,Tecnologias nas Áreas Aeronáutica e Aeroespacial,Tecnologias nas Áreas Aeronáutica e Aeroespacial,276800.0
Tecnologias,Tecnologias nas áreas Aeronáutica e Aeroespacial,Tecnologias nas áreas Aeronáutica e Aeroespacial,3209211.51
Tecnologias,Tecnologias para o Desenvolvimento Sustentável,Tecnologias para o Desenvolvimento Sustentável,10618831.97
Tecnologias,Áreas Tecnológicas de Física e Matemática,Áreas Tecnológicas de Física e Matemática,1877583.56
Tecnologias,Áreas Tecnológicas de Química e Geociências,Áreas Tecnológicas de Química e Geociências,4927621.01
