grande_area,area,subarea,total
Ciências Exatas e da Terra,Física,Estrutura Nuclear,2282333.23
Ciências Exatas e da Terra,Física,Estrutura de Líquidos e Sólidos; Cristalografia,12987071.02
Ciências Exatas e da Terra,Física,Estruturas Eletrônicas e Propriedades Elétricas de Superfícies; Interf. e Partículas,15989892.48
Ciências Exatas e da Terra,Física,Estudos de Átomos e Moléculas Especiais,2702392.22
Ciências Exatas e da Terra,Física,Física,212483477.41
Ciências Exatas e da Terra,Física,Física Atômica e Molecular,42947098.04
Ciências Exatas e da Terra,Física,Física Clássica e Física Quântica; Mecânica e Campos,18287631.21
Ciências Exatas e da Terra,Física,Física Estatística e Termodinâmica,34670753.83
Ciências Exatas e da Terra,Física,Física Geral,254980927.24
Ciências Exatas e da Terra,Física,Física Nuclear,83349926.24
Ciências Exatas e da Terra,Física,Física da Matéria Condensada,716040407.43
Ciências Exatas e da Terra,Física,Física das Partículas Elementares e Campos,196613367.74
Ciências Exatas e da Terra,Física,Física de Plasmas e Descargas Elétricas,10802965.4
Ciências Exatas e da Terra,Física,"Física dos Fluídos, Física de Plasmas e Descargas Elétricas",26087883.169999998
Ciências Exatas e da Terra,Física,Inf. Sobre Átomos e Moléculas Obtidos Experimentalmente; Instrumentação e Técnicas,52600.0
Ciências Exatas e da Terra,Física,Inf. sobre Átomos e Moléculas Obtidos Experimentalmente; Instrumentação e Técnicas,3926038.09
Ciências Exatas e da Terra,Física,Instrumentação Específica de Uso Geral em Física,2267269.24
Ciências Exatas e da Terra,Física,Materiais Dielétricos e Propriedades Dielétricas,5020363.01
Ciências Exatas e da Terra,Física,Materiais Magnéticos e Propriedades Magnéticas,49526023.38
Ciências Exatas e da Terra,Física,"Mecânica, Elasticidade e Reologia",1792938.23
Ciências Exatas e da Terra,Física,"Metrologia, Técnicas Gerais de Laboratório, Sistema de Instrumentação",12382924.65
Ciências Exatas e da Terra,Física,Métodos Experimentais e Instrumentação para Partículas Elementares e Física Nuclear,3970306.66
Ciências Exatas e da Terra,Física,Métodos Matemáticos da Física,5381113.77
Ciências Exatas e da Terra,Física,Não informado,3396452.77
Ciências Exatas e da Terra,Física,Processos de Colisão e Interações de Átomos e Moléculas,7904433.66
Ciências Exatas e da Terra,Física,Prop. Óticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.,95437712.47
Ciências Exatas e da Terra,Física,Propriedades Mecânicas e Acústicas da Matéria Condensada,1404709.03
Ciências Exatas e da Terra,Física,Propriedades Térmicas da Matéria Condensada,3039035.38
Ciências Exatas e da Terra,Física,Propriedades de Núcleos Específicos,497425.8
Ciências Exatas e da Terra,Física,Propriedades de Partículas Específicas e Ressonâncias,9889649.3
Ciências Exatas e da Terra,Física,Propriedades de Transportes de Matéria Condensada (Não Eletrônica),4107728.3
Ciências Exatas e da Terra,Física,Reações Específicas e Fenomiologia de Partículas,4875161.27
Ciências Exatas e da Terra,Física,Reações Nucleares e Espalhamento (Reações Específicas),4289440.26
Ciências Exatas e da Terra,Física,Reações Nucleares e Espalhamento Geral,5366526.76
Ciências Exatas e da Terra,Física,Relatividade e Gravitação,15816494.709999999
Ciências Exatas e da Terra,Física,Ressonância Mag. e Relax. na Mat. Condens; Efeitos Mosbauer; Corr. Ang. Pertubada,8706426.47
Ciências Exatas e da Terra,Física,Supercondutividade,11771809.35
Ciências Exatas e da Terra,Física,Superfícies e Interfaces; Películas e Filamentos,33612224.43
Ciências Exatas e da Terra,Física,Teoria Geral de Partículas e Campos,40162144.55
Ciências Exatas e da Terra,Física,Teorias Específicas e Modelos de Interação; Sistemática de Partículas; Raios Cósmicos,5896802.26
Ciências Exatas e da Terra,Física,Transferência de Calor; Processos Térmicos e Termodinâmicos,383596.8
Ciências Exatas e da Terra,Física,Transp. Eletrônicos e Prop. Elétricas de Superfícies; Interfaces e Películas,18668699.4
Ciências Exatas e da Terra,Física,Áreas Clássicas de Fenomenologia e Suas Aplicações,140550.0
Ciências Exatas e da Terra,Física,Áreas Clássicas de Fenomenologia e suas Aplicações,29852494.74
Ciências Exatas e da Terra,Física,Ótica,20712786.53
Ciências Exatas e da Terra,Geociências,Aeronomia,15478257.7
Ciências Exatas e da Terra,Geociências,Cartografia Básica,2883975.58
Ciências Exatas e da Terra,Geociências,Cartografia Geológica,997650.93
Ciências Exatas e da Terra,Geociências,Climatologia,27167907.94
Ciências Exatas e da Terra,Geociências,Climatologia Geográfica,6756645.55
Ciências Exatas e da Terra,Geociências,Desenvolvimento de Instrumentação Geofísica,1267942.24
Ciências Exatas e da Terra,Geociências,Estratigrafia,11222678.8
Ciências Exatas e da Terra,Geociências,Fotogeografia (Físico-Ecológica),850217.1
Ciências Exatas e da Terra,Geociências,Fotogrametria,4340945.51
Ciências Exatas e da Terra,Geociências,Geocartografia,3421403.51
Ciências Exatas e da Terra,Geociências,Geociências,39922381.58
Ciências Exatas e da Terra,Geociências,Geocronologia,19133591.38
Ciências Exatas e da Terra,Geociências,Geodésia,16199968.65
Ciências Exatas e da Terra,Geociências,Geodésia Celeste,5929030.3100000005
Ciências Exatas e da Terra,Geociências,Geodésia Física,682700.54
Ciências Exatas e da Terra,Geociências,Geodésia Geométrica,508698.58999999997
Ciências Exatas e da Terra,Geociências,Geoecologia,3085834.2
Ciências Exatas e da Terra,Geociências,Geofísica,183012787.14000002
Ciências Exatas e da Terra,Geociências,Geofísica Aplicada,27589993.34
Ciências Exatas e da Terra,Geociências,Geofísica Nuclear,1270791.89
Ciências Exatas e da Terra,Geociências,Geografia Física,209136488.41
Ciências Exatas e da Terra,Geociências,Geologia,375543958.19
Ciências Exatas e da Terra,Geociências,Geologia Ambiental,17553138.66
Ciências Exatas e da Terra,Geociências,Geologia Regional,9092514.31
Ciências Exatas e da Terra,Geociências,Geomagnetismo,3487401.64
Ciências Exatas e da Terra,Geociências,Geomorfologia,17578849.51
Ciências Exatas e da Terra,Geociências,Geoquímica,32289289.81
Ciências Exatas e da Terra,Geociências,Geotectônica,13190756.0
Ciências Exatas e da Terra,Geociências,Geotermia e Fluxo Térmico,578217.71
Ciências Exatas e da Terra,Geociências,Gravimetria,1231752.97
Ciências Exatas e da Terra,Geociências,Hidrogeografia,3866551.3
Ciências Exatas e da Terra,Geociências,Hidrogeologia,9303353.69
Ciências Exatas e da Terra,Geociências,Instrumentação Meteorológica,1687693.74
Ciências Exatas e da Terra,Geociências,Metalogenia,10473559.29
Ciências Exatas e da Terra,Geociências,Meteorologia,171155787.32
Ciências Exatas e da Terra,Geociências,Meteorologia Aplicada,36924883.56
Ciências Exatas e da Terra,Geociências,Meteorologia Dinâmica,2408210.77
Ciências Exatas e da Terra,Geociências,Meteorologia Física,2766912.75
Ciências Exatas e da Terra,Geociências,Meteorologia Sinótica,826416.48
Ciências Exatas e da Terra,Geociências,Micrometeorologia,11902770.78
Ciências Exatas e da Terra,Geociências,Mineralogia,9619180.0
Ciências Exatas e da Terra,Geociências,Não informado,286118.0
Ciências Exatas e da Terra,Geociências,Paleontologia Estratigráfica,25707964.42
Ciências Exatas e da Terra,Geociências,Pedologia,3754590.72
Ciências Exatas e da Terra,Geociências,Petrologia,12040389.64
Ciências Exatas e da Terra,Geociências,Propriedades Físicas das Rochas,1306783.51
Ciências Exatas e da Terra,Geociências,Prospecção Mineral,6954932.98
Ciências Exatas e da Terra,Geociências,Química da Atmosfera,9453175.33
Ciências Exatas e da Terra,Geociências,Sedimentologia,5906998.27
Ciências Exatas e da Terra,Geociências,Sensoriamento Remoto,24847820.22
Ciências Exatas e da Terra,Geociências,Sensoriamento Remoto da Atmosfera,4850795.82
Ciências Exatas e da Terra,Geociências,Sismologia,4218933.9799999995
Ciências Exatas e da Terra,Matemática,Análise,181817147.31
Ciências Exatas e da Terra,Matemática,Análise Complexa,977664.88
Ciências Exatas e da Terra,Matemática,Análise Funcional,6451231.85
Ciências Exatas e da Terra,Matemática,Análise Funcional Não-Linear,1039617.32
Ciências Exatas e da Terra,Matemática,Análise Numérica,13412631.94
Ciências Exatas e da Terra,Matemática,Biomatemática,2200.0
Ciências Exatas e da Terra,Matemática,Conjuntos,461622.05
Ciências Exatas e da Terra,Matemática,Equações Diferenciais Funcionais,722650.87
Ciências Exatas e da Terra,Matemática,Equações Diferenciais Ordinárias,2146858.59
Ciências Exatas e da Terra,Matemática,Equações Diferenciais Parciais,35110320.15
Ciências Exatas e da Terra,Matemática,Física Matemática,7197933.64
Ciências Exatas e da Terra,Matemática,Geometria Algébrica,10831215.61
Ciências Exatas e da Terra,Matemática,Geometria Diferencial,32787193.04
Ciências Exatas e da Terra,Matemática,Geometria e Topologia,259049923.22
Ciências Exatas e da Terra,Matemática,Grupos de Álgebra Não-Comutaviva,8989920.06
Ciências Exatas e da Terra,Matemática,Lógica Matemática,1123366.49
Ciências Exatas e da Terra,Matemática,Matemática,94531362.8
Ciências Exatas e da Terra,Matemática,Matemática Aplicada,187645948.98
Ciências Exatas e da Terra,Matemática,Matemática Discreta e Combinatória,5929455.86
Ciências Exatas e da Terra,Matemática,Não informado,1681776.26
Ciências Exatas e da Terra,Matemática,Sistemas Dinâmicos,39647345.6
Ciências Exatas e da Terra,Matemática,Teoria das Folheações,4986719.82
Ciências Exatas e da Terra,Matemática,Teoria das Singularidades e Teoria das Catástrofes,4892708.53
Ciências Exatas e da Terra,Matemática,Teoria dos Números,3141376.83
Ciências Exatas e da Terra,Matemática,Topologia Algébrica,2370339.4
Ciências Exatas e da Terra,Matemática,Topologia das Variedades,558959.39
Ciências Exatas e da Terra,Matemática,Álgebra,52529730.19
Ciências Exatas e da Terra,Matemática,Álgebra Comutativa,2472653.24
Ciências Exatas e da Terra,Mudanças Climáticas,Não informado,439500.0
Ciências Exatas e da Terra,Nanotecnologia e Novos Materiais,Não informado,616360.0
Ciências Exatas e da Terra,Não informado,Não informado,7145.6
Ciências Exatas e da Terra,Oceanografia,Geofísica Marinha,1409322.09
Ciências Exatas e da Terra,Oceanografia,Geomorfologia Submarina,867547.1
Ciências Exatas e da Terra,Oceanografia,Geoquímica Marinha,2609391.6
Ciências Exatas e da Terra,Oceanografia,Interação do Oceano com a Atmosfera,5283323.11
Ciências Exatas e da Terra,Oceanografia,Interação do Oceano com o Leito do Mar,1478182.6099999999
Ciências Exatas e da Terra,Oceanografia,Interação entre os Organismos Marinhos e os Parâmetros Ambientais,45525219.49
Ciências Exatas e da Terra,Oceanografia,Interações Químico-Biológicas/Geológicas das Substâncias Químicas da Água do Mar,6964406.72
Ciências Exatas e da Terra,Oceanografia,Movimento da Água do Mar,5678499.22
Ciências Exatas e da Terra,Oceanografia,Não informado,223765.2
Ciências Exatas e da Terra,Oceanografia,Oceanografia,2905772.0
Ciências Exatas e da Terra,Oceanografia,Oceanografia Biológica,189629184.41
Ciências Exatas e da Terra,Oceanografia,Oceanografia Física,100126352.05
Ciências Exatas e da Terra,Oceanografia,Oceanografia Geológica,239382392.42
Ciências Exatas e da Terra,Oceanografia,Oceanografia Química,49562632.75
Ciências Exatas e da Terra,Oceanografia,Origem das Massas de Água,4253136.33
Ciências Exatas e da Terra,Oceanografia,Propriedades Químicas da Água do Mar,509522.35
Ciências Exatas e da Terra,Oceanografia,Sedimentologia Marinha,4723373.78
Ciências Exatas e da Terra,Oceanografia,Variáveis Físicas da Água do Mar,2016894.57
Ciências Exatas e da Terra,Probabilidade e Estatística,Análise Estocástica,597577.87
Ciências Exatas e da Terra,Probabilidade e Estatística,Análise Multivariada,728607.97
Ciências Exatas e da Terra,Probabilidade e Estatística,Análise de Dados,4196442.03
Ciências Exatas e da Terra,Probabilidade e Estatística,Estatística,51369904.66
Ciências Exatas e da Terra,Probabilidade e Estatística,Fundamentos da Estatística,793348.74
Ciências Exatas e da Terra,Probabilidade e Estatística,Inferência Não-Paramétrica,1273574.5
Ciências Exatas e da Terra,Probabilidade e Estatística,Inferência Paramétrica,3196243.28
Ciências Exatas e da Terra,Probabilidade e Estatística,Inferência em Processos Estocásticos,1288681.44
Ciências Exatas e da Terra,Probabilidade e Estatística,Não informado,77392.4
Ciências Exatas e da Terra,Probabilidade e Estatística,Planejamento de Experimentos,241378.9
Ciências Exatas e da Terra,Probabilidade e Estatística,Probabilidade,32800684.25
Ciências Exatas e da Terra,Probabilidade e Estatística,Probabilidade e Estatística,11788703.13
Ciências Exatas e da Terra,Probabilidade e Estatística,Probabilidade e Estatística Aplicadas,45471723.089999996
