"ano","subarea","total"
2019,"Política e Legislação Florestal","349742"
2019,"Política e Planejamento Governamentais","410523"
2019,"Política Educacional","1185205"
2019,"Política Energética Regional e Nacional","171512"
2019,"Política Externa do Brasil","259050"
2019,"Política Fiscal do Brasil","78328"
2019,"Política Internacional","1169954"
2019,"Política Populacional","12600"
2019,"Política Pública e População","154900"
2019,"Política Urbana","126400"
2019,"Políticas Públicas","1147347"
2019,"Portos e Vias Navegáveis; Projeto e Construção","11000"
2019,"Pré-Processamento de Produtos Agrícolas","191951"
2019,"Princípios Variacionais e Métodos Numéricos","581310"
2019,"Probabilidade","340888"
2019,"Probabilidade e Estatística","932148"
2019,"Probabilidade e Estatística Aplicadas","889677"
2019,"Processamento de Dados Astronômicos","9600"
2019,"Processamento de Sinais Biológicos","781094"
2019,"Processamento Gráfico (Graphics)","2062388"
2019,"Processamento Mecânico da Madeira","15200"
2019,"Processos Bioquímicos","1594673"
2019,"Processos Cognitivos e Atencionais","35000"
2019,"Processos Construtivos","198455"
2019,"Processos da Comunicação","139400"
2019,"Processos de Aprendizagem, Memória e Motivação","584935"
2019,"Processos de Colisão e Interações de Átomos e Moléculas","357663"
2019,"Processos de Disseminação da Informação","140121"
2019,"Processos de Fabricação","1999928"
2019,"Processos de Fabricação, Seleção Econômica","897803"
2019,"Processos de Trabalho","31700"
2019,"Processos Estocásticos e Teoria das Filas","13658"
2019,"Processos Estocásticos Especiais","139020"
2019,"Processos Grupais e de Comunicação","343602"
2019,"Processos Industriais de Engenharia Química","3308621"
2019,"Processos Inorgânicos","116994"
2019,"Processos Markovianos","48200"
2019,"Processos Orgânicos","473203"
2019,"Processos Perceptuais e Cognitivos; Desenvolvimento","204682"
2019,"Processos Perceptuais e Motores","78060"
2019,"Processos Psico-Fisiológicos","122200"
2019,"Processos Simplificados de Tratamento de Águas","13100"
2019,"Produção Animal","2915930"
2019,"Produção de Mudas","758809"
2019,"Produção de Radioisótopos","42400"
2019,"Produção e Beneficiamento de Sementes","1017404"
2019,"Produtos Naturais","265957"
2019,"Programação de Condições de Ensino","7600"
2019,"Programação Linear, Não-Linear, Mista e Dinâmica","919926"
2019,"Programação Visual","537099"
2019,"Programas de Atendimento Comunitário","90000"
2019,"Projeções","30400"
2019,"Projeto","891100"
2019,"Projeto de Arquitetura e Urbanismo","696868"
2019,"Projeto de Estruturas Aeroespaciais","69200"
2019,"Projeto de Navios e de Sistemas Oceânicos","16000"
2019,"Projetos de Espaços Livres Urbanos","9600"
2019,"Projetos de Máquinas","436850"
2019,"Projetos de Sistemas Oceânicos Fixos e Semi-Fixos","120188"
2019,"Prop. Óticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.","4065600"
2019,"Propriedades de Núcleos Específicos","8300"
2019,"Propriedades de Partículas Específicas e Ressonâncias","398900"
2019,"Propriedades de Transportes de Matéria Condensada (Não Eletrônica)","31817"
2019,"Propriedades Físicas das Rochas","64746"
2019,"Propriedades Físicas dos Metais e Ligas","416803"
2019,"Propriedades Fisico-Mecânicas da Madeira","38578"
2019,"Propriedades Mecânicas dos Metais e Ligas","474271"
2019,"Propriedades Mecânicas e Acústicas da Matéria Condensada","23600"
2019,"Propriedades Químicas da Água do Mar","9213"
2019,"Propriedades Térmicas da Matéria Condensada","158175"
2019,"Propulsão Aeroespacial","86900"
2019,"Propulsão de Foguetes","116700"
2019,"Prospecção Mineral","186141"
2019,"Proteção Florestal","397851"
2019,"Proteínas","2084450"
2019,"Protozoologia de Parasitos","2189898"
2019,"Protozoologia Parasitária Animal","331082"
2019,"Protozoologia Parasitária Humana","2280042"
2019,"Psicobiologia","249500"
2019,"Psicolingüística","617510"
2019,"Psicologia","9088652"
2019,"Psicologia Cognitiva","1109289"
2019,"Psicologia Comparativa","84400"
2019,"Psicologia do Desenvolvimento Humano","1035816"
2019,"Psicologia do Ensino e da Aprendizagem","332200"
2019,"Psicologia do Trabalho e Organizacional","651900"
2019,"Psicologia Educacional","352600"
2019,"Psicologia Experimental","923293"
2019,"Psicologia Fisiológica","192328"
2019,"Psicologia Social","2336027"
2019,"Psiquiatria","4494528"
2019,"Qualidade do Ar, das Águas e do Solo","220150"
2019,"Quasares","62539"
2019,"Química","19592104"
2019,"Química Analítica","6702367"
2019,"Química Bio-Inorgânica","1598364"
2019,"Química da Atmosfera","779924"
2019,"Química da Madeira","83722"
2019,"Química de Interfaces","814314"
2019,"Química de Macromoléculas","1716614"
2019,"Química do Estado Condensado","735220"
2019,"Química do Solo","569480"
2019,"Química dos Produtos Naturais","3171222"
2019,"Química Farmacêutica Medicinal","1587924"
2019,"Química Industrial","109427"
2019,"Química Inorgânica","3230440"
2019,"Química Nuclear e Radioquímica","18400"
2019,"Química Orgânica","5151669"
2019,"Química Sanitária","12400"
2019,"Química Teórica","1237752"
2019,"Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares","1650064"
2019,"Rádio e Televisão","166560"
2019,"Radioastronomia","72400"
2019,"Radiodifusão","62100"
2019,"Radiologia de Animais","98137"
2019,"Radiologia e Fotobiologia","455270"
2019,"Radiologia Médica","410400"
2019,"Radiologia Odontológica","185928"
2019,"Radionavegação e Radioastronomia","11000"
2019,"Reações Específicas e Fenomiologia de Partículas","282200"
2019,"Reações Nucleares e Espalhamento (Reações Específicas)","189500"
2019,"Reações Nucleares e Espalhamento Geral","198320"
2019,"Reatores Químicos","577211"
2019,"Recobrimentos","163000"
2019,"Recuperação de Areas Degradadas","383442"
2019,"Recursos Florestais e Engenharia Florestal","3074208"
2019,"Recursos Hídricos","2067657"
2019,"Recursos Pesqueiros de Águas Interiores","605690"
2019,"Recursos Pesqueiros e Engenharia de Pesca","116256"
2019,"Recursos Pesqueiros Marinhos","1238534"
2019,"Regionalização","47928"
2019,"Regressão e Correlação","126800"
2019,"Rejeitos de Combustível Nuclear","37600"
2019,"Relações Água-Madeira e Secagem","14000"
2019,"Relações do Comércio; Política Comercial; Integração Econômica","107205"
2019,"Relações Intergovernamentais","42400"
2019,"Relações Internacionais, Bilaterais e Multilaterais","841226"
2019,"Relações Interpessoais","201088"
2019,"Relações Públicas e Propaganda","270900"
2019,"Relatividade e Gravitação","739663"
2019,"Representação da Informação","300074"
2019,"Reprocessamento de Combustível Nuclear","2000"
2019,"Reprodução Animal","2735854"
2019,"Reprodução Vegetal","91300"
2019,"Residuos Sólidos, Domésticos e Industriais","373801"
2019,"Resinas de Madeiras","13200"
2019,"Resistência Hidrodinâmica","13200"
2019,"Ressonância Mag. e Relax. na Mat. Condens; Efeitos Mosbauer; Corr. Ang. Pertubada","343950"
2019,"Reumatologia","590025"
2019,"Robótica, Mecatrônica e Automação","1006705"
2019,"Robotização","124862"
2019,"Rodovias; Projeto e Construção","203507"
2019,"Roteiro e Direção Cinematográficos","2600"
2019,"Saneamento Ambiental","1496435"
2019,"Saneamento Aplicado a Saúde do Homem","72100"
2019,"Saneamento Básico","298176"
2019,"Saneamento Rural","104019"
2019,"Satélites e Outros Dispositivos Aeroespaciais","546179"
2019,"Saúde Animal (Programas Sanitários)","1121782"
2019,"Saúde Coletiva","3705658"
2019,"Saúde Materno-Infantil","4033439"
2019,"Saúde Pública","19279675"
2019,"Sedimentologia","543430"
2019,"Sedimentologia Marinha","76900"
2019,"Segurança Contra Incêndio","75693"
2019,"Segurança, Localização e Licenciamento de Reatores","117600"
2019,"Sementes Florestais","228551"
2019,"Sensoriamento Remoto","1343704"
2019,"Sensoriamento Remoto da Atmosfera","271162"
2019,"Separação","519978"
2019,"Séries Temporais","130140"
2019,"Serviço Social","2062720"
2019,"Serviço Social Aplicado","1462048"
2019,"Serviço Social da Educação","44000"
2019,"Serviço Social da Habitação","147067"
2019,"Serviço Social da Saúde","280778"
2019,"Serviço Social do Menor","47500"
2019,"Serviço Social do Trabalho","400004"
2019,"Serviços Comunitários","11200"
2019,"Serviços Urbanos e Regionais","319290"
2019,"Silvicultura","754275"
2019,"Sindicatos, Dissídios Coletivos, Relações de Emprego (Empregador/Empregado)","7200"
2019,"Síntese Orgânica","2546047"
2019,"Sismologia","461107"
2019,"Sistema Planetário","64700"
2019,"Sistemas Aeroespaciais","1853700"
2019,"Sistemas de Computação","5906453"
2019,"Sistemas de Informação","4646288"
2019,"Sistemas de Telecomunicações","2052087"
2019,"Sistemas Dinâmicos","1708246"
2019,"Sistemas Econômicos","3600"
2019,"Sistemas Elétricos de Potência","2068954"
2019,"Sistemas Eletrônicos de Medida e de Controle","136840"
2019,"Sistemas Energéticos","246710"
2019,"Sistemas Governamentais Comparados","67800"
2019,"Sistemas Híbridos e Sistemas Não-convencionais de Armazenagem de Energia","111220"
2019,"Sociolingüística e Dialetologia","1170421"
2019,"Sociologia","8657742"
2019,"Sociologia da Educação","649700"
2019,"Sociologia da Saúde","238085"
2019,"Sociologia do Conhecimento","211100"
2019,"Sociologia do Desenvolvimento","653060"
2019,"Sociologia Jurídica","321102"
2019,"Sociologia Rural","1698684"
2019,"Sociologia Urbana","992248"
2019,"Software Básico","1098600"
2019,"Soldagem","357527"
2019,"Soldagem de Estruturas Navais e Oceânicos","56800"
2019,"Solos Florestais","138100"
2019,"Supercondutividade","439700"
2019,"Superfícies e Interfaces; Películas e Filamentos","1425842"
2019,"Suprimentos","225574"
2019,"Taxas e Estimativas Correntes","2000"
2019,"Taxonomia de Criptógamos","1254353"
2019,"Taxonomia de Fanerógamos","1784137"
2019,"Taxonomia dos Grupos Recentes","8895007"
2019,"Taxonomia Vegetal","1522457"
2019,"Teatro","1004384"
2019,"Tecelagem","5600"
2019,"Técnica Cirúrgica Animal","10600"
2019,"Técnica de Previsão Urbana e Regional","14000"
2019,"Técnicas Avançadas de Tratamento de Águas","897990"
2019,"Técnicas Convencionais de Tratamento de Águas","48900"
2019,"Técnicas de Abastecimento da Água","52050"
2019,"Técnicas de Análise e Avaliação Urbana e Regional","176393"
2019,"Técnicas de Planejamento e Projeto Urbanos e Regionais","93472"
2019,"Técnicas de Processamento Estatístico, Matemático e Computacional em Psicologia","85000"
2019,"Técnicas de Recuperação de Informação","81800"
2019,"Técnicas de Registro e Processamento de Filmes","16837"
2019,"Técnicas de Reprodução","52000"
2019,"Técnicas e Operações Florestais","132600"
2019,"Tecnologia da Informação e Comunicação","1351339"
2019,"Tecnologia das Bebidas","184540"
2019,"Tecnologia de Alimentos","2410168"
2019,"Tecnologia de Alimentos Dietéticos e Nutricionais","210396"
2019,"Tecnologia de Arquitetura e Urbanismo","788217"
2019,"Tecnologia de Celulose e Papel","152428"
2019,"Tecnologia de Chapas","181767"
2019,"Tecnologia de Construção Naval e de Sistemas Oceânicos","1400"
2019,"Tecnologia de Processos e Produtos","585644"
2019,"Tecnologia de Produtos de Origem Animal","637509"
2019,"Tecnologia de Produtos de Origem Vegetal","721733"
2019,"Tecnologia de Próteses","144000"
2019,"Tecnologia dos Reatores","2618974"
2019,"Tecnologia e Inovação para Agropecuária","1549437"
2019,"Tecnologia e Problemas Sanitários de Irrigação","2000"
2019,"Tecnologia e Utilização de Produtos Florestais","638786"
2019,"Tecnologia Educacional","964427"
2019,"Tecnologia Química","2016714"
2019,"Tecnologias Ambientais","715740"
2019,"Tecnologias Educacionais e Sociais","940100"
2019,"Tecnologias Médicas e da Saúde","1438700"
2019,"Tecnologias nas áreas Aeronáutica e Aeroespacial","273300"
2019,"Tecnologias Naval e Marítima","100000"
2019,"Tecnologias para o Desenvolvimento Sustentável","964246"
2019,"Telecomunicações","2006944"
2019,"Teleinformática","1833339"
2019,"Tendência Populacional","50900"
2019,"Teologia","1117864"
2019,"Teologia Fundamental Sistemática","97400"
2019,"Teologia Prática","47600"
2019,"Teologia Sistemática","33600"
2019,"Teoremas de Limite","11000"
2019,"Teoria Antropológica","2230190"
2019,"Teoria da Arquitetura","75200"
2019,"Teoria da Arte","61400"
2019,"Teoria da Classificação","73000"
2019,"Teoria da Computação","855107"
2019,"Teoria da Comunicação","3211554"
2019,"Teoria da Informação","1320018"
2019,"Teoria da Urbanização","110000"
2019,"Teoria das Folheações","225500"
2019,"Teoria das Singularidades e Teoria das Catástrofes","280800"
2019,"Teoria do Comércio Internacional","30228"
2019,"Teoria do Desenvolvimento Regional","34000"
2019,"Teoria do Direito","473700"
2019,"Teoria do Estado","72700"
2019,"Teoria do Planejamento Urbano e Regional","159700"
2019,"Teoria do Urbanismo","90600"
2019,"Teoria dos Grafos","68800"
2019,"Teoria dos Jogos","89400"
2019,"Teoria dos Mecanismos","18400"
2019,"Teoria dos Números","141940"
2019,"Teoria e Análise Lingüística","3253461"
2019,"Teoria e Ética do Jornalismo","184820"
2019,"Teoria e Filosofia da História","951216"
2019,"Teoria e Método em Arqueologia","270300"
2019,"Teoria e Política de Planejamento Econômico","3600"
2019,"Teoria Econômica","416882"
2019,"Teoria Eletromagnetica, Microondas, Propagação de Ondas, Antenas","1750519"
2019,"Teoria Geral da Economia","72200"
2019,"Teoria Geral da Informação","104000"
2019,"Teoria Geral de Partículas e Campos","1792857"
2019,"Teoria Geral de Planejamento e Desenvolvimento Curricular","162050"
2019,"Teoria Geral do Direito","77400"
2019,"Teoria Geral do Processo","41820"
2019,"Teoria Geral dos Circuitos Elétricos","13200"
2019,"Teoria Geral e Processos Estocásticos","98021"
2019,"Teoria Literária","2135478"
2019,"Teoria Monetária e Financeira","287437"
2019,"Teoria Política","346445"
2019,"Teoria Política Contemporânea","229100"
2019,"Teoria Política Moderna","48800"
2019,"Teoria Sociológica","47900"
2019,"Teorias da Instrução","65200"
2019,"Teorias Específicas e Modelos de Interação; Sistemática de Partículas; Raios Cósmicos","263254"
2019,"Termodinâmica","253632"
2019,"Termodinâmica Química","161194"
2019,"Teste e Tolerância a Falhas","154484"
2019,"Têxteis","27800"
2019,"Titimetria","6000"
2019,"Tópicos Específicos de Educação","3973106"
2019,"Topologia Algébrica","442857"
2019,"Topologia das Variedades","2200"
2019,"Toxicidade e Resíduos de Pesticidas em Alimentos","122750"
2019,"Toxicologia","645064"
2019,"Toxicologia Animal","202500"
2019,"Toxicologia e Plantas Tóxicas","16000"
2019,"Tradições e Escrituras Sagradas","49900"
2019,"Trajetórias e Órbitas","321750"
2019,"Transdutores para Aplicações Biomédicas","59312"
2019,"Transferência de Calor","804989"
2019,"Transferência de Calor em Reatores","25200"
2019,"Transferência de Calor; Processos Térmicos e Termodinâmicos","19300"
2019,"Transferência de Produtos Agrícolas","2800"
2019,"Transformação de Fases","458400"
2019,"Transmissão da Energia Elétrica, Distribuição da Energia Elétrica","1145586"
2019,"Transp. Eletrônicos e Prop. Elétricas de Superfícies; Interfaces e Películas","697445"
2019,"Transporte e Tráfego Urbano e Regional","76417"
2019,"Tratamento Biológico de Residuos","445213"
2019,"Tratamento da Madeira","146492"
2019,"Tratamento de Águas de Abastecimento e Residuárias","2424929"
2019,"Tratamento de Minérios","887084"
2019,"Tratamento e Prevenção Psicológica","1851695"
2019,"Tratamentos e Aproveitamento de Rejeitos","1166422"
2019,"Tratamentos Térmicos, Mecânicos e Químicos","359675"
2019,"Treinamento de Pessoal","19400"
2019,"Treinamento e Alocação de Mão-de-Obra; Oferta de Mão-de-Obra e Força de Trabalho","13200"
2019,"Treinamento e Avaliação","31200"
2019,"Treinamento e Reabilitação","73900"
2019,"Turismo","1188156"
2019,"Usinagem","2800"
2019,"Uso Eficiente de Energia","114383"
2019,"Utilização dos Animais","413190"
2019,"Vacinas e Kits para Diagnósticos","1203559"
2019,"Valor Nutritivo de Alimentos","356695"
2019,"Variáveis Físicas da Água do Mar","37800"
2019,"Veículos de Transportes","2000"
2019,"Veículos e Equipamentos de Controle","92472"
2019,"Videodifusão","60400"
2019,"Virologia","4017550"
2019,"Zoologia","6773562"
2019,"Zoologia Aplicada","840345"
2019,"Zootecnia","7920672"
2021,"Acústica","9820000"
2021,"Adequação Ambiental","36832000"
2021,"Administração","184547800"
2021,"Administração da Produção","23030000"
2021,"Administração de Empresas","389657274"
2021,"Administração de Pessoal","3560000"
2021,"Administração de Recursos Humanos","19410000"
2021,"Administração de Setores Específicos","166713412"
2021,"Administração de Sistemas Educacionais","10120000"
2021,"Administração de Unidades Educativas","15080000"
2021,"Administração e Produção de Filmes","1280000"
2021,"Administração Educacional","45370000"
2021,"Administração Financeira","32210000"
2021,"Administração Florestal","2120000"
2021,"Administração Municipal e Urbana","1320000"
2021,"Administração Pública","117148903"
2021,"Aerodinâmica","48030998"
2021,"Aerodinâmica de Aeronaves Espaciais","8254940"
2021,"Aerodinâmica dos Processos Geofísicos e Interplanetários","1320000"
2021,"Aeroelasticicidade","3340000"
2021,"Aeronomia","58270000"
2021,"Aglomeração","1320000"
2021,"Aglomerados de Galáxias","13260000"
2021,"Agrometeorologia","74141600"
2021,"Agronomia","1256750515"
2021,"Água","4920000"
2021,"Águas Subterráneas e Poços Profundos","7975200"
2021,"Álcool","3120000"
2021,"Alergologia e Imunologia Clínica","15800000"
2021,"Álgebra","49880200"
2021,"Álgebra Comutativa","10540000"
2021,"Alimentos","29574914"
2021,"Análise","337830400"
2021,"Análise Complexa","3640000"
2021,"Análise de Algoritmos e Complexidade de Computação","92940000"
2021,"Análise de Custos","640000"
2021,"Análise de Dados","98760000"
2021,"Análise de Impactos Produzidos por Sistemas Energéticos","25208133"
2021,"Análise de Tensões","9370000"
2021,"Análise de Traços e Química Ambiental","134890527"
2021,"Análise do Processo Decisório","4025200"
2021,"Análise Estocástica","5600000"
2021,"Análise Funcional","29830000"
2021,"Análise Funcional Não-Linear","3720000"
2021,"Análise Institucional","7160000"
2021,"Análise Multivariada","17700000"
2021,"Análise Numérica","48460000"
2021,"Análise Nutricional de População","642572052"
2021,"Análise Regional","13080000"
2021,"Anatomia","50518000"
2021,"Anatomia Animal","4580000"
2021,"Anatomia e Identificação de Produtos Florestais","4390000"
2021,"Anatomia Humana","9280000"
2021,"Anatomia Patologia Animal","69910000"
2021,"Anatomia Patológica e Patologia Clínica","226065100"
2021,"Anatomia Vegetal","51040000"
2021,"Anestesiologia","15523400"
2021,"Anestesiologia Animal","7400000"
2021,"Angiologia","1480000"
2021,"Antropologia","316563400"
2021,"Antropologia das Populações Afro-Brasileiras","48331500"
2021,"Antropologia Educacional","14100000"
2021,"Antropologia Jurídica","2430000"
2021,"Antropologia Rural","40504300"
2021,"Antropologia Urbana","189902900"
2021,"Aplicações de Radioisótopos","124935919"
2021,"Aplicações Industriais de Radioisótopos","19540000"
2021,"Aprendizagem e Desempenho Acadêmicos","5520000"
2021,"Aproveitamento da Energia","4829895734"
2021,"Aproveitamento de Energia","3690000"
2021,"Aproveitamento de Subprodutos","29333556"
2021,"Aqüicultura","205361800"
2021,"Arborização de Vias Públicas","390000"
2021,"Áreas Clássicas de Fenomenologia e suas Aplicações","11700000"
2021,"Áreas Tecnológicas de Física e Matemática","20450000"
2021,"Áreas Tecnológicas de Química e Geociências","44154600"
2021,"Armazenamento de Alimentos","640000"
2021,"Armazenamento de Produtos Agrícolas","11840000"
2021,"Arqueologia","37733600"
2021,"Arqueologia Histórica","45780000"
2021,"Arqueologia Pré-Histórica","76828200"
2021,"Arquitetura de Sistemas de Computação","105480160"
2021,"Arquitetura e Urbanismo","109624400"
2021,"Arquivologia","10160000"
2021,"Artes","22845200"
2021,"Artes do Vídeo","25242142"
2021,"Artes Plásticas","49556800"
2021,"Aspectos Econômicos de Reatores","3000000"
2021,"Aspectos Econômicos do Planejamento Urbano e Regional","12140000"
2021,"Aspectos Físico-Ambientais do Planejamento Urbano e Regional","23612800"
2021,"Aspectos Sociais do Planejamento Urbano e Regional","13880000"
2021,"Astrofísica do Meio Interestelar","7040000"
2021,"Astrofísica do Sistema Solar","14426000"
2021,"Astrofísica Estelar","89717400"
2021,"Astrofísica Extragalactica","44180000"
2021,"Astronomia","21526800"
2021,"Astronomia de Posição e Mecânica Celeste","8770000"
2021,"Astronomia Dinâmica","13600000"
2021,"Astronomia Espacial","320000"
2021,"Astronomia Fundamental","4420000"
2021,"Astronomia Ótica","400000"
2021,"Atitude e Ideologias Políticas","9080000"
2021,"Automação Eletrônica de Processos Elétricos e Industriais","136118200"
2021,"Avaliação da Aprendizagem","9480000"
2021,"Avaliação de Alimentos para Animais","119927143"
2021,"Avaliação de Estoques Pesqueiros de Águas Interiores","2080000"
2021,"Avaliação de Estoques Pesqueiros Marinhos","1820000"
2021,"Avaliação de Projetos","9155000"
2021,"Avaliação de Sistemas, Instituições, Planos e Programas Educacionais","63922552"
2021,"Avaliação e analises toxicológicas","680363648"
2021,"Avaliação e Controle de Qualidade de Alimentos","24150000"
2021,"Avaliação, Produção e Conservação de Forragens","29100000"
2021,"Aviões","7288877"
2021,"Bacteriologia","39411425"
2021,"Balanço de Pagamentos; Finanças Internacionais","12700000"
2021,"Balanços Globais de Matéria e Energia","1880000"
2021,"Banco de Dados","57148872"
2021,"Biblioteconomia","48450000"
2021,"Biocombustíveis","8382800"
2021,"Biodisponibilidade","680000"
2021,"Biodiversidade","14029936"
2021,"Biodiversidade e Recursos Naturais","64153600"
2021,"Bioengenharia","77584105"
2021,"Bioética","520000"
2021,"Biofísica","144559000"
2021,"Biofísica Celular","90674000"
2021,"Biofísica de Processos e Sistemas","112106000"
2021,"Biofísica Molecular","155630242"
2021,"Biologia e Fisiologia dos Microorganismos","160843952"
2021,"Biologia Geral","588909436"
2021,"Biologia Molecular","478881895"
2021,"Biomateriais e Materiais Biocompatíveis","16145000"
2021,"Biomedicina","106338675"
2021,"Bioprocessos","43655800"
2021,"Bioprospecção","20851835"
2021,"Bioquímica","671205800"
2021,"Bioquímica da Nutrição","160244721"
2021,"Bioquímica dos Microorganismos","270628584"
2021,"Biotecnologia","155327800"
2021,"Biotecnologia (Tecnologias)","150012400"
2021,"Biotecnologia Ambiental e Recursos Naturais","162694900"
2021,"Biotecnologia em Saúde Humana e Animal","1149629359"
2021,"Biotecnologia Industrial","128510116"
2021,"Biotecnologia Vegetal","106882800"
2021,"Botânica","348301400"
2021,"Botânica Aplicada","231790550"
2021,"Campos de Coordenação","31590000"
2021,"Campos Quânticos e Sólidos, Hélio, Líquido, Sólido","1880000"
2021,"Cancerologia","75756687"
2021,"Canto","1120000"
2021,"Capacidade de Vias de Transporte","320000"
2021,"Capital Humano","26520000"
2021,"Caracterização do Minério","640000"
2021,"Carcinocultura","19070000"
2021,"Cardiologia","873793080"
2021,"Cartografia Básica","8710000"
2021,"Cartografia Geológica","3460000"
2021,"Carvão","220000"
2021,"Cenografia","960000"
2021,"Cerâmica","8940000"
2021,"Cerâmicos","243941969"
2021,"Ciência da Computação","461222000"
2021,"Ciência da Informação","29902400"
2021,"Ciência de Alimentos","475973644"
2021,"Ciência do Solo","471345766"
2021,"Ciência e Tecnologia de Alimentos","360110600"
2021,"Ciência Política","146493000"
2021,"Ciências","1800000"
2021,"Ciências Agrárias","15891000"
2021,"Ciências Ambientais","1721620769"
2021,"Ciências Biológicas","33347400"
2021,"Ciências Contábeis","102692800"
2021,"Ciências da Linguagem Religiosa","480000"
2021,"Ciências da Religião Aplicada","6648200"
2021,"Ciências da Saúde","4706400"
2021,"Ciências de Animais de Laboratórios","6380000"
2021,"Ciências Empíricas da Religião","5580000"
2021,"Ciências Exatas e da Terra","9744400"
2021,"Ciências Sociais","7762800"
2021,"Ciências Sociais Aplicadas","778200"
2021,"Cimento","28104800"
2021,"Cinema","13160000"
2021,"Cinética e Teoria de Transporte de Fluídos; Propriedades Físicas de Gases","2440000"
2021,"Cinética Química e Catálise","103389025"
2021,"Circuitos Elétricos, Magnéticos e Eletrônicos","95464800"
2021,"Circuitos Eletrônicos","22544600"
2021,"Circuitos Lineares e Não-Lineares","160000"
2021,"Circuitos Magnéticos , Magnetismos e Eletromagnetismos","31957000"
2021,"Cirurgia","74813400"
2021,"Cirurgia Buco-Maxilo-Facial","50977600"
2021,"Cirurgia Cardiovascular","20220000"
2021,"Cirurgia Experimental","23000000"
2021,"Cirurgia Gastroenterologia","23620000"
2021,"Cirurgia Oftalmológica","19580000"
2021,"Cirurgia Ortopédica","24300000"
2021,"Cirurgia Otorrinolaringológica","32835000"
2021,"Cirurgia Pediátrica","1520000"
2021,"Cirurgia Plástica e Restauradora","12480000"
2021,"Cirurgia Proctológica","1320000"
2021,"Cirurgia Toráxica","6740000"
2021,"Cirurgia Traumatológica","800000"
2021,"Cirurgia Urológica","18917400"
2021,"Citologia e Biologia Celular","251108853"
2021,"Citologia Vegetal","5840000"
2021,"Classes Sociais e Grupos de Interesse","7480000"
2021,"Climatologia","81970000"
2021,"Climatologia Geográfica","41294897"
2021,"Clínica Cirúrgica Animal","20620000"
2021,"Clínica e Cirurgia Animal","121569000"
2021,"Clínica Médica","704831367"
2021,"Clínica Odontológica","371309000"
2021,"Clínica Veterinária","40045691"
2021,"Combustão e Escoamento com Reações Químicas","82070000"
2021,"Combustível Nuclear","4520000"
2021,"Complexo da Defesa","4000000"
2021,"Componentes da Dinâmica Demográfica","9870000"
2021,"Comportamento Animal","62088172"
2021,"Comportamento Legislativo","1540000"
2021,"Comportamento Político","48412800"
2021,"Composição Musical","17430000"
2021,"Compostos Organo-Metálicos","12980000"
2021,"Computabilidade e Modelos de Computação","8650000"
2021,"Comunicação","235659400"
2021,"Comunicação Visual e Cinema","37674900"
2021,"Conceituação de Paisagísmo e Metodologia do Paisagismo","1120000"
2021,"Conflitos e Coalizões Políticas","1500000"
2021,"Conformação Mecânica","20000000"
2021,"Conjuntos","320000"
2021,"Conservação da Natureza","155412900"
2021,"Conservação das Espécies Animais","157604190"
2021,"Conservação de Alimentos para Animais","4800000"
2021,"Conservação de Áreas Silvestres","14360000"
2021,"Conservação de Bacias Hidrográficas","5680000"
2021,"Conservação de Solo e Água","51017800"
2021,"Conservação e Multiplicação de Germoplasma","26992800"
2021,"Construção Civil","199442289"
2021,"Construção e Validade de Testes, Escalas e Outras Medidas Psicológicas","35170000"
2021,"Construções Rurais e Ambiência","38527000"
2021,"Contabilidade e Finanças Públicas","520000"
2021,"Contabilidade Nacional","1960000"
2021,"Controle Ambiental","3620000"
2021,"Controle da Poluição","12610000"
2021,"Controle de Enchentes e de Barragens","2800000"
2021,"Controle de Processos Eletrônicos, Retroalimentação","122657600"
2021,"Controle de Sistemas Mecânicos","7850000"
2021,"Controle e Automação de Sistemas Propulsores","80000"
2021,"Controle Numérico","120000"
2021,"Controle Populacional de Animais","1360000"
2021,"Conversão e Retificação da Energia Elétrica","26765889"
2021,"Conversão, Enriquecimento e Fabricação de Combustível Nuclear","1320000"
2021,"Coreografia","1520000"
2021,"Corrosão","61590976"
2021,"Cosmologia","40382800"
2021,"Couro","1320000"
2021,"Crescimento e Desenvolvimento Econômico","65602600"
2021,"Crescimento, Flutuações e Planejamento Econômico","43649800"
2021,"Criação de Animais","24080000"
2021,"Crítica da Arte","1110000"
2021,"Currículo","114323600"
2021,"Currículos Específicos para Níveis e Tipos de Educação","9735000"
2021,"Dança","20780000"
2021,"Defesa","1040000"
2021,"Defesa Fitossanitária","38450000"
2021,"Demografia","48404000"
2021,"Demografia Econômica","480000"
2021,"Demografia Histórica","8120000"
2021,"Dendrometria e Inventário Florestal","34960000"
2021,"Dermatologia","30400000"
2021,"Desenho","2410000"
2021,"Desenho de Produto","131757260"
2021,"Desenho Industrial","28788800"
2021,"Desenvolvimento de Instrumentação Geofísica","2200000"
2021,"Desenvolvimento de Produto","104463200"
2021,"Desenvolvimento Histórico do Paisagismo","1260000"
2021,"Desenvolvimento Social e da Personalidade","16320000"
2021,"Desenvolvimento Tecnológico e Industrial","165371600"
2021,"Desintegração Nuclear e Radioatividade","1280000"
2021,"Desnutrição e Desenvolvimento Fisiológico","42380000"
2021,"Desvios da Conduta","23872000"
2021,"Detergentes","3750000"
